"icao_airline","tail_number","event_date","Total_impression_cnt","non_video_impression_cnt","clickable_impression_cnt","total_click_cnt","video_impression_cnt","total_skip_cnt","total_complete_cnt"
"P4N","P76533","2026-01-24","19310","18064","4773","30","1246","40","1210"
"P4N","P17321","2026-01-27","17750","16466","4644","51","1284","45","1247"
"P4N","P37538","2026-01-27","18073","16906","3882","42","1167","32","1140"
"P4N","P77558","2026-01-27","19761","18388","5350","20","1373","38","1339"
"P4N","P69839","2026-01-27","18252","16629","4811","39","1623","24","1600"
"P4N","P30913","2026-01-27","15558","14544","5023","53","1014","30","987"
"P4N","P66848","2026-01-10","12094","11126","3079","26","968","34","941"
"P4N","P37319","2026-01-10","14224","12836","3633","16","1388","23","1370"
"P4N","P27290","2026-01-10","550","550","0","0","0","0","0"
"P4N","P2284N","2026-01-10","38467","35605","18299","69","2862","73","2806"
"P4N","P77575","2026-01-04","1871","1871","344","0","0","0","0"
"P4N","P17229","2026-01-04","12086","11001","3945","30","1085","39","1048"
"P4N","P37537","2026-01-28","14993","13832","4114","26","1161","38","1124"
"P4N","P17315","2026-01-28","24408","22543","7144","41","1865","35","1835"
"P4N","P2243U","2026-02-06","27618","25057","10146","78","2561","69","2500"
"P4N","P23994","2026-01-13","3694","3694","8","0","0","0","0"
"P4N","P1902U","2026-01-14","12287","11367","2918","21","920","35","887"
"P4N","P8914N","2026-01-06","911","863","863","3","48","2","46"
"P4N","P35204","2026-02-01","13747","13151","2953","20","596","19","579"
"P4N","P11206","2026-02-04","11887","11347","2816","17","540","19","523"
"P4N","P26232","2026-02-04","15674","14686","3953","49","988","25","963"
"P4N","P79521","2026-02-03","9080","8527","2130","13","553","13","540"
"P4N","P2243U","2026-02-02","25983","24407","8762","94","1576","42","1540"
"P4N","P34551","2026-02-03","1396","1396","0","0","0","0","0"
"P4N","P47291","2026-02-04","5578","5578","1882","16","0","0","0"
"P4N","P61882","2026-02-03","5830","5375","1688","13","455","12","443"
"P4N","P38424","2026-02-04","14473","13593","3877","36","880","46","836"
"P4N","P14529","2026-01-17","17887","16109","5238","36","1778","44","1736"
"P4N","P77537","2026-01-16","13256","12547","3121","18","709","25","691"
"P4N","P12004","2026-01-16","48729","45237","25254","88","3492","65","3432"
"P4N","P17309","2026-01-17","12687","11625","3264","34","1062","32","1035"
"P4N","P29978","2026-01-17","20471","18508","4822","43","1963","40","1934"
"P4N","P14541","2026-01-17","25204","23343","6515","55","1861","45","1821"
"P4N","P34455","2026-01-16","20448","18762","5301","36","1686","55","1633"
"P4N","P47293","2026-01-17","18137","16782","4220","48","1355","53","1324"
"P4N","P14549","2026-01-17","22897","20445","6727","55","2452","74","2380"
"P4N","P12003","2026-01-17","27125","23766","6710","63","3359","82","3295"
"P4N","P8174N","2026-01-22","11000","10342","2063","22","658","14","647"
"P4N","P4824N","2026-01-22","17089","15756","3841","36","1333","26","1316"
"P4N","P77576","2026-01-22","17825","16663","3691","28","1162","34","1132"
"P4N","P14549","2026-01-21","12950","11735","3552","51","1215","24","1196"
"P4N","P76532","2026-01-22","14620","13634","3450","20","986","33","953"
"P4N","P37556","2026-01-21","17434","16054","4088","37","1380","827","556"
"P4N","P62884","2026-01-21","13925","13076","3263","39","849","26","834"
"P4N","P17599","2026-01-21","18890","17528","5446","32","1362","30","1334"
"P4N","P27304","2026-01-21","11965","11403","1574","19","562","21","542"
"P4N","P37420","2026-01-22","18460","17223","4043","28","1237","36","1204"
"P4N","P37534","2026-01-22","10525","9615","2627","27","910","21","898"
"P4N","P7994N","2026-01-22","17096","16215","3340","28","881","22","868"
"P4N","P6414N","2026-01-22","14965","14965","5980","18","0","0","0"
"P4N","P17414","2026-01-22","16234","15313","3964","28","921","25","897"
"P4N","P37427","2026-01-21","8517","7530","2290","18","987","35","958"
"P4N","P4744N","2026-01-01","7342","6316","3491","44","1026","33","1014"
"P4N","P28457","2026-01-01","11771","10653","4414","24","1118","36","1087"
"P4N","P61898","2026-01-01","13956","12748","4933","51","1208","39","1191"
"P4N","P14536","2026-01-01","9549","8609","3552","27","940","34","910"
"P4N","P77581","2026-01-15","18800","17174","5193","38","1626","46","1594"
"P4N","P17329","2026-01-15","21362","19094","6229","64","2268","59","2217"
"P4N","P4924N","2026-01-15","16028","15104","3027","37","924","25","904"
"P4N","P37352","2026-01-15","12979","12073","3067","21","906","32","876"
"P4N","P35271","2026-01-15","12376","11698","2790","21","678","17","667"
"P4N","P68453","2026-01-15","14319","13199","3613","30","1120","24","1100"
"P4N","P76502","2026-01-14","16447","15421","3376","35","1026","38","993"
"P4N","P29961","2026-01-14","19808","17592","7534","57","2216","64","2160"
"P4N","P77520","2026-01-15","15249","13961","3810","32","1288","44","1252"
"P4N","P37297","2026-01-15","10092","9265","2328","23","827","34","793"
"P4N","P17595","2026-01-15","17509","15481","5373","70","2028","60","1978"
"P4N","P37422","2026-01-14","13913","12779","2211","21","1134","35","1101"
"P4N","P17566","2026-01-15","23929","21944","6997","51","1985","66","1924"
"P4N","P37532","2026-01-14","13174","12032","3569","27","1142","34","1115"
"P4N","P8224N","2026-01-15","1040","1040","3","0","0","0","0"
"P4N","P76010","2026-02-02","32676","31178","16923","65","1498","33","1467"
"P4N","P86534","2026-02-02","17585","16474","4610","24","1111","42","1069"
"P4N","P37354","2026-02-02","17664","16692","4031","38","972","30","943"
"P4N","P76519","2026-02-02","16967","16202","4278","16","765","20","745"
"P4N","P76526","2026-02-02","13142","12401","3009","26","741","26","716"
"P4N","P78009","2026-02-02","9530","8976","2350","16","554","15","539"
"P4N","P17574","2026-02-01","13349","12650","3150","21","699","13","686"
"P4N","P26952","2026-01-31","1894","1894","0","0","0","0","0"
"P4N","P17296","2026-02-01","7108","6707","1567","10","401","14","387"
"P4N","P37549","2026-01-20","13779","12439","3801","49","1340","47","1300"
"P4N","P75428","2026-01-19","14652","13378","3944","34","1274","34","1243"
"P4N","P47360","2026-01-19","13472","12316","3704","32","1156","32","1137"
"P4N","P17373","2026-01-20","10545","10502","3893","11","43","5","38"
"P4N","P2749U","2026-01-19","33163","29794","10599","127","3369","90","3308"
"P4N","P47570","2026-01-19","13600","12606","3140","19","994","16","982"
"P4N","P21108","2026-01-20","10787","10309","3101","13","478","5","475"
"P4N","P37305","2026-01-19","18147","16419","4680","64","1728","51","1680"
"P4N","P36472","2026-01-19","17006","15537","4979","37","1469","52","1421"
"P4N","P8314N","2026-01-20","5797","5428","1359","6","369","10","359"
"P4N","P12218","2026-01-19","12458","11705","2121","16","753","16","738"
"P4N","P54525","2026-01-19","18710","16748","5480","32","1962","34","1933"
"P4N","P62884","2026-01-13","7507","7119","1221","9","388","9","379"
"P4N","P27253","2026-01-12","2118","2118","0","0","0","0","0"
"P4N","P47370","2026-01-12","17179","15775","4989","35","1404","40","1374"
"P4N","P17326","2026-01-12","16106","14835","3938","32","1271","29","1246"
"P4N","P14019","2026-01-13","21917","20366","7183","91","1551","45","1533"
"P4N","P14001","2026-01-12","45001","41675","22135","153","3326","69","3274"
"P4N","P24508","2026-01-13","14249","13523","3028","14","726","17","710"
"P4N","P27258","2026-01-09","8541","7317","2145","18","1224","41","1184"
"P4N","P39415","2026-01-09","14906","14011","3525","24","895","23","874"
"P4N","P37562","2026-01-09","14989","13710","2610","28","1279","37","1244"
"P4N","P12010","2026-01-09","39421","36651","17743","44","2770","52","2736"
"P4N","P47345","2026-01-08","15184","14287","3138","29","897","20","889"
"P4N","P17015","2026-01-08","35443","31745","19431","104","3698","123","3618"
"P4N","P67845","2026-01-09","5011","4927","312","3","84","3","83"
"P4N","P13138","2026-01-08","8052","7396","3182","30","656","18","644"
"P4N","P7914N","2026-02-02","1262","1262","0","0","0","0","0"
"P4N","P2747U","2026-02-03","25440","23742","8973","69","1698","40","1661"
"P4N","P8354N","2026-01-08","4600","4558","1354","5","42","0","42"
"P4N","P8194N","2026-01-02","11422","10583","4095","43","839","48","818"
"P4N","P27283","2026-01-02","13125","12070","4995","59","1055","44","1039"
"P4N","P76517","2026-01-02","7167","6368","2600","26","799","34","778"
"P4N","P8264N","2026-01-04","1157","1042","1042","6","115","5","110"
"P4N","P14533","2026-01-02","13871","12440","4935","18","1431","42","1391"
"P4N","P76519","2026-01-02","5265","4853","1825","14","412","17","401"
"P4N","P78009","2026-01-02","14703","11746","7188","36","2957","92","2876"
"P4N","P54552","2026-01-29","17183","15667","4879","35","1516","42","1475"
"P4N","P33266","2026-01-30","12865","12092","2835","29","773","29","746"
"P4N","P24224","2026-01-30","19497","18214","4651","29","1283","45","1244"
"P4N","P37367","2026-01-30","16918","16079","3220","24","839","22","819"
"P4N","P38950","2026-01-30","19865","17862","6495","80","2003","42","1976"
"P4N","P17285","2026-01-29","14350","13054","3394","19","1296","35","1262"
"P4N","P7984N","2026-01-28","8351","8321","299","3","30","2","28"
"P4N","P2846U","2026-01-29","14059","11830","4802","74","2229","61","2187"
"P4N","P2294N","2026-01-29","13775","12993","2238","20","782","53","733"
"P4N","P33292","2026-01-18","18310","17230","3268","26","1080","36","1048"
"P4N","P17591","2026-01-18","23393","21466","6340","62","1927","59","1874"
"P4N","P2284N","2026-01-17","35546","32548","20568","86","2998","85","2922"
"P4N","P27323","2026-01-18","16849","15464","4368","34","1385","29","1365"
"P4N","P6554N","2026-01-18","14936","14936","4916","28","0","2","0"
"P4N","P29907","2026-01-18","15361","14029","5115","47","1332","34","1305"
"P4N","P17408","2026-01-18","20304","18805","5255","41","1499","39","1467"
"P4N","P77431","2026-02-04","5492","5160","1570","18","332","11","322"
"P4N","P17564","2026-02-05","14538","13500","4839","33","1038","19","1019"
"P4N","P47340","2026-02-05","14057","13111","3783","28","946","24","922"
"P4N","P17315","2026-02-05","9759","9281","2091","10","478","10","468"
"P4N","P14237","2026-02-05","14675","13943","3903","27","732","21","712"
"P4N","P12218","2026-02-05","7970","7785","410","5","185","3","182"
"P4N","P12225","2026-01-26","10922","10396","2258","7","526","23","509"
"P4N","P4854N","2026-01-24","3879","3710","666","14","169","2","168"
"P4N","P78017","2026-01-25","24323","21357","9983","76","2966","78","2892"
"P4N","P13018","2026-01-26","36677","33786","17921","72","2891","88","2810"
"P4N","P4964N","2026-01-25","11134","10541","1751","13","593","9","586"
"P4N","P41135","2026-01-26","5306","4614","995","16","692","18","680"
"P4N","P27290","2026-01-25","20353","18989","4187","31","1364","42","1326"
"P4N","P38459","2026-01-23","18270","17019","4292","26","1251","33","1223"
"P4N","P69840","2026-01-23","17915","16926","3409","26","989","19","971"
"P4N","P38454","2026-01-23","12852","11983","2533","10","869","22","850"
"P4N","P29968","2026-01-22","2861","2735","607","7","126","3","124"
"P4N","P24976","2026-01-23","16849","15330","3824","39","1519","424","1102"
"P4N","P23994","2026-01-22","15965","13405","4707","57","2560","1687","885"
"P4N","P77536","2026-01-23","11423","10748","1804","39","675","33","644"
"P4N","P77578","2026-01-23","13221","12082","3876","32","1139","27","1114"
"P4N","P77580","2026-01-23","13751","13625","4556","18","126","3","123"
"P4N","P37542","2026-01-23","9599","8659","1982","19","940","26","915"
"P4N","P18112","2026-01-03","14215","13214","5778","26","1001","37","975"
"P4N","P14107","2026-01-03","16716","15546","7336","63","1170","68","1156"
"P4N","P38454","2026-01-03","14800","13454","5550","65","1346","58","1326"
"P4N","P67846","2026-01-03","12098","10838","4407","22","1260","43","1225"
"P4N","P26909","2026-01-03","7994","6415","4403","62","1579","42","1553"
"P4N","P17337","2026-02-09","11109","10388","3344","36","721","12","711"
"P4N","P17122","2026-02-09","6264","5990","1397","7","274","8","266"
"P4N","P17306","2026-02-08","3736","3540","1271","7","196","9","187"
"P4N","P4384N","2026-02-09","7337","6909","1749","10","428","9","419"
"P4N","P17422","2026-02-09","9318","8683","2265","21","635","17","619"
"P4N","P2251U","2026-02-09","2305","2305","0","0","0","0","0"
"P4N","P16009","2026-02-09","4011","3907","401","12","104","4","100"
"P4N","P14541","2026-02-09","9082","8516","2556","30","566","14","552"
"P4N","P4804N","2026-02-09","5671","5362","917","7","309","17","292"
"P4N","P27957","2026-02-08","10781","9663","3903","36","1118","31","1090"
"P4N","P17347","2026-02-09","5128","4615","1901","12","513","13","501"
"P4N","P17427","2026-02-08","3640","3511","806","13","129","6","124"
"P4N","P73278","2026-02-08","15132","14032","5010","40","1100","33","1067"
"P4N","P12238","2026-02-08","12145","11348","3368","24","797","24","773"
"P4N","P4534N","2026-01-05","18028","17227","5126","22","801","27","780"
"P4N","P77525","2026-01-05","24339","23090","13935","26","1249","41","1212"
"P4N","P37252","2026-01-05","11648","10738","3904","19","910","31","882"
"P4N","P37540","2026-01-05","12860","11266","5055","43","1594","46","1552"
"P4N","P77590","2026-01-04","9814","9065","3363","37","749","37","742"
"P4N","P27323","2026-01-04","10851","9560","4457","55","1291","61","1270"
"P4N","P1902U","2026-01-05","9865","8984","3655","30","881","35","853"
"P4N","P76508","2026-01-04","13566","12235","5268","77","1331","55","1327"
"P4N","P12225","2026-01-04","12775","11952","4630","63","823","40","813"
"P4N","P24224","2026-01-05","9769","8846","3564","45","923","27","903"
"P4N","P8944N","2026-01-05","3670","3377","1229","12","293","7","290"
"P4N","P24519","2026-01-18","4423","3604","1891","25","819","14","810"
"P4N","P47340","2026-01-29","15939","14935","3562","42","1004","20","991"
"P4N","P22995","2026-01-21","19448","17420","6491","54","2028","44","1992"
"P4N","P17338","2026-01-12","1324","1214","173","0","110","2","108"
"P4N","P27965","2026-01-11","35449","32585","15542","79","2864","676","2197"
"P4N","P29971","2026-01-10","23097","20482","8292","87","2615","68","2576"
"P4N","P61886","2026-01-11","18417","17075","4170","29","1342","48","1302"
"P4N","P76533","2026-01-11","15961","14550","4414","49","1411","30","1391"
"P4N","P14502","2026-01-11","22848","21097","5707","58","1751","51","1709"
"P4N","P47370","2026-01-11","14965","13109","4325","50","1856","65","1806"
"P4N","P8274N","2026-01-11","2078","2032","192","4","46","1","45"
"P4N","P2138U","2026-01-06","25614","22514","9878","118","3100","69","3059"
"P4N","P17346","2026-01-06","5196","4437","1785","28","759","21","749"
"P4N","P19141","2026-01-06","3102","2902","818","5","200","3","199"
"P4N","P47414","2026-02-08","1253","1253","0","0","0","0","0"
"P4N","P37560","2026-02-07","22537","20802","7104","49","1735","50","1686"
"P4N","P78540","2026-02-07","16298","15475","3695","19","823","31","792"
"P4N","P17265","2026-02-07","11535","10655","2885","38","880","26","854"
"P4N","P37372","2026-02-07","17915","17095","4120","36","820","24","796"
"P4N","P37427","2026-02-07","16354","15330","4722","40","1024","31","993"
"P4N","P47370","2026-02-07","18005","16944","4551","29","1061","38","1023"
"P4N","P27334","2026-01-31","15641","14324","4253","33","1317","44","1281"
"P4N","P17322","2026-01-31","20335","18731","5804","36","1604","46","1560"
"P4N","P77579","2026-01-31","17437","15842","4359","51","1595","52","1556"
"P4N","P26210","2026-01-31","14630","13745","3487","34","885","36","854"
"P4N","P6854N","2026-01-07","18434","18434","8007","41","0","2","6"
"P4N","P78511","2026-01-07","5319","5037","927","10","282","5","279"
"P4N","P62895","2026-01-07","8838","7840","2234","25","998","30","975"
"P4N","P77538","2026-01-07","5814","5272","1428","23","542","14","541"
"P4N","P67501","2026-01-07","20988","19449","5863","33","1539","45","1499"
"P4N","P7974N","2026-02-06","23399","21872","6889","39","1527","47","1482"
"P4N","P2737U","2026-01-28","4723","4512","271","0","211","6","205"
"P4N","P17245","2026-02-06","5711","5458","970","9","253","11","242"
"P4N","P76522","2026-02-06","17299","16393","3434","36","906","35","873"
"P4N","P37563","2026-02-06","18542","17538","4303","29","1004","30","975"
"P4N","P23994","2026-02-04","17502","16017","5068","62","1485","42","1447"
"P4N","P78004","2026-02-05","23847","22148","8291","77","1699","43","1663"
"P4N","P37263","2026-01-24","14265","13487","2667","16","778","25","760"
"P4N","P14507","2026-01-24","21158","19166","6208","89","1992","39","1959"
"P4N","P47281","2026-01-24","19666","18215","4538","38","1451","40","1419"
"P4N","P27965","2026-01-24","30633","27815","16316","64","2818","784","2053"
"P4N","P14530","2026-01-25","10455","9846","1415","9","609","15","596"
"P4N","P7844N","2026-01-24","25932","23871","8923","58","2061","48","2026"
"P4N","P2044N","2026-01-25","4014","3519","1328","6","495","5","490"
"P4N","P77573","2026-01-27","21567","20047","5123","33","1520","45","1484"
"P4N","P7864N","2026-01-27","16102","15000","5477","22","1102","29","1079"
"P4N","P27509","2026-01-27","18324","16796","4274","69","1528","62","1484"
"P4N","P14533","2026-01-27","16571","14794","3398","44","1777","34","1745"
"P4N","P77592","2026-01-10","10338","9634","2588","16","704","16","689"
"P4N","P2174N","2026-01-10","30867","27576","10505","58","3291","81","3216"
"P4N","P2264N","2026-01-11","18519","16307","5898","52","2212","65","2159"
"P4N","P17337","2026-01-28","12156","11418","2971","27","738","16","725"
"P4N","P37342","2026-01-28","11948","11183","2220","16","765","29","741"
"P4N","P14518","2026-01-28","18935","17571","5567","48","1364","44","1325"
"P4N","P17122","2026-01-28","11765","10893","3897","31","872","19","855"
"P4N","P27274","2026-01-28","15524","14328","3564","26","1196","39","1161"
"P4N","P29907","2026-01-27","3985","3609","1079","12","376","8","370"
"P4N","P37298","2026-01-28","10300","9674","2010","21","626","27","607"
"P4N","P2140U","2026-01-28","18559","16907","7226","53","1652","50","1614"
"P4N","P12116","2026-02-07","11123","10602","3581","27","521","16","508"
"P4N","P77571","2026-02-07","15110","14327","4146","25","783","27","756"
"P4N","P14506","2026-02-07","15579","14507","4453","54","1072","37","1035"
"P4N","P13227","2026-01-10","2218","2053","621","3","165","4","163"
"P4N","P75433","2026-01-10","14968","13938","3972","34","1030","33","1009"
"P4N","P27269","2026-01-08","11009","10324","2713","12","685","20","667"
"P4N","P76021","2026-01-29","21319","19653","6599","36","1666","31","1641"
"P4N","P37561","2026-01-29","1376","1370","6","0","6","2","4"
"P4N","P27015","2026-01-07","1074","1074","0","0","0","0","0"
"P4N","P2352U","2026-01-12","9485","8601","802","7","884","19","869"
"P4N","P2534U","2026-01-15","41368","38175","21653","170","3193","96","3123"
"P4N","P24993","2026-01-16","22201","18973","7200","53","3228","58","3183"
"P4N","P29968","2026-01-31","16025","14798","7767","26","1227","24","1208"
"P4N","P37319","2026-02-03","4963","4735","942","6","228","1","227"
"P4N","P17344","2026-02-04","8071","7628","1630","19","443","18","425"
"P4N","P17407","2026-02-04","20067","19020","4693","26","1047","26","1023"
"P4N","P27270","2026-02-03","12500","11791","3030","30","709","16","693"
"P4N","P48127","2026-02-04","19465","18165","8026","43","1300","641","660"
"P4N","P17402","2026-02-04","14749","13745","3173","27","1004","475","529"
"P4N","P57416","2026-02-04","10763","9967","3547","22","796","22","774"
"P4N","P27252","2026-02-04","7488","7054","1876","17","434","12","422"
"P4N","P77580","2026-02-04","7647","7572","2588","8","75","3","72"
"P4N","P24224","2026-02-04","11451","10909","2429","18","542","18","524"
"P4N","P12109","2026-02-03","16867","16036","4475","26","831","25","806"
"P4N","P38451","2026-01-17","16744","15250","5370","40","1494","53","1450"
"P4N","P68880","2026-01-17","15512","14650","3125","26","862","29","836"
"P4N","P27546","2026-01-16","12187","12187","4398","29","0","0","0"
"P4N","P17593","2026-01-17","20807","19330","5452","52","1477","44","1437"
"P4N","P36272","2026-01-17","16916","15525","4251","22","1391","35","1361"
"P4N","P14529","2026-01-16","19436","17980","5449","55","1456","34","1425"
"P4N","P4864N","2026-01-17","19285","18214","3948","44","1071","35","1041"
"P4N","P34551","2026-01-17","23359","21136","7006","72","2223","54","2182"
"P4N","P14504","2026-01-16","9142","8538","2056","9","604","17","587"
"P4N","P26996","2026-01-15","25400","22235","7489","89","3165","53","3124"
"P4N","P36247","2026-01-16","11226","10357","2664","23","869","18","854"
"P4N","P37536","2026-01-22","17659","16333","4642","32","1326","26","1304"
"P4N","P37319","2026-01-22","14075","13142","2807","27","933","35","902"
"P4N","P17413","2026-01-22","13625","12754","3880","21","871","23","850"
"P4N","P78005","2026-01-21","19861","18988","3594","32","873","29","857"
"P4N","P27276","2026-01-22","6808","6421","1562","5","387","7","380"
"P4N","P36962","2026-01-21","19806","17844","6009","67","1962","49","1931"
"P4N","P7984N","2026-01-22","11532","9984","4651","45","1548","58","1496"
"P4N","P26215","2026-01-01","16013","14758","6236","93","1255","65","1250"
"P4N","P73259","2026-01-01","8288","7697","3394","12","591","240","353"
"P4N","P77544","2026-01-01","11964","10794","4010","46","1170","31","1154"
"P4N","P17550","2026-01-01","8249","7565","3033","19","684","15","677"
"P4N","P62889","2026-01-01","11403","10575","4335","74","828","44","822"
"P4N","P14549","2026-01-15","16025","14631","4170","17","1394","42","1353"
"P4N","P26902","2026-01-15","28636","26365","9820","62","2271","46","2234"
"P4N","P6494N","2026-01-14","19570","19570","11994","34","0","1","2"
"P4N","P27251","2026-01-14","15057","13770","3770","29","1287","21","1269"
"P4N","P24526","2026-01-15","18313","16883","4744","34","1430","42","1391"
"P4N","P17599","2026-01-15","15154","14110","4354","25","1044","27","1022"
"P4N","P37319","2026-01-15","7779","7321","1561","14","458","7","454"
"P4N","P17339","2026-01-15","11402","10578","2815","16","824","20","811"
"P4N","P29984","2026-01-15","20855","18768","5574","57","2087","66","2033"
"P4N","P27256","2026-01-15","19699","18050","5675","43","1649","32","1632"
"P4N","P2749U","2026-01-13","6642","5927","1996","33","715","27","701"
"P4N","P29124","2026-01-13","17135","15952","5452","31","1183","34","1154"
"P4N","P17315","2026-02-02","20346","19217","5743","23","1129","26","1103"
"P4N","P17264","2026-02-02","19669","18460","6180","24","1209","34","1175"
"P4N","P37307","2026-02-02","16909","15893","4569","15","1016","29","988"
"P4N","P26910","2026-02-02","15367","14778","3597","149","589","19","573"
"P4N","P12116","2026-02-02","22978","22284","7224","209","694","20","674"
"P4N","P8994N","2026-01-19","7912","7257","1756","17","655","30","631"
"P4N","P37368","2026-01-20","10317","9562","2283","15","755","30","727"
"P4N","P17296","2026-01-20","12614","11688","3204","28","926","23","910"
"P4N","P8324N","2026-01-20","13350","12695","2288","28","655","26","632"
"P4N","P33266","2026-01-20","13506","12877","2406","22","629","18","611"
"P4N","P17289","2026-01-20","22348","20162","6785","65","2186","59","2130"
"P4N","P58101","2026-01-19","15578","14421","6221","23","1157","27","1132"
"P4N","P8324N","2026-01-13","1548","1406","351","4","142","3","139"
"P4N","P24513","2026-01-13","17782","16145","4658","67","1637","34","1608"
"P4N","P57286","2026-01-12","10748","10159","1245","15","589","12","581"
"P4N","P57286","2026-01-13","8046","7751","726","7","295","4","291"
"P4N","P2138U","2026-01-13","34387","30432","12522","121","3955","80","3899"
"P4N","P24513","2026-01-12","12797","11600","3324","18","1197","28","1169"
"P4N","P29989","2026-01-12","17435","14592","6939","71","2843","76","2773"
"P4N","P17303","2026-01-12","13866","12951","2800","21","915","26","896"
"P4N","P17406","2026-01-12","13920","13105","3418","26","815","26","798"
"P4N","P76021","2026-01-11","26357","23665","8896","92","2692","75","2630"
"P4N","P37307","2026-01-09","17351","16166","4324","21","1185","34","1154"
"P4N","P17338","2026-01-09","15294","14640","3289","14","654","17","640"
"P4N","P4704N","2026-01-09","12177","11482","2202","33","695","25","670"
"P4N","P26996","2026-01-08","13587","11535","6576","91","2052","58","2033"
"P4N","P27283","2026-01-08","11396","10635","3157","17","761","20","745"
"P4N","P37545","2026-01-09","18858","17522","5919","44","1336","45","1301"
"P4N","P28457","2026-01-09","13660","12871","2448","14","789","29","761"
"P4N","P37468","2026-01-08","13500","12942","2512","22","558","15","547"
"P4N","P47569","2026-01-09","19384","17836","5083","25","1548","44","1508"
"P4N","P37531","2026-01-08","19310","17749","5300","32","1561","43","1523"
"P4N","P17591","2026-01-08","16111","14749","4717","18","1362","35","1334"
"P4N","P2142U","2026-02-02","40207","38080","24656","91","2127","57","2071"
"P4N","P27901","2026-02-03","15900","14716","4556","32","1184","30","1155"
"P4N","P27903","2026-01-16","1736","1736","0","0","0","0","0"
"P4N","P14242","2026-01-19","15974","15045","2948","17","929","19","914"
"P4N","P19141","2026-02-04","5214","4785","1834","9","429","9","421"
"P4N","P37549","2026-02-01","19482","18385","4492","30","1097","34","1066"
"P4N","P17373","2026-01-19","7193","7159","2709","16","34","1","33"
"P4N","P24979","2026-01-22","3585","3585","0","0","0","0","0"
"P4N","P33132","2026-01-23","12697","11818","4830","24","879","27","855"
"P4N","P39463","2026-01-23","17014","15750","4590","31","1264","39","1231"
"P4N","P19951","2026-01-23","21642","19385","6552","39","2257","45","2218"
"P4N","P27263","2026-01-23","4222","3955","783","2","267","5","262"
"P4N","P24974","2026-01-22","7732","6589","3516","19","1143","18","1127"
"P4N","P4824N","2026-01-23","11662","11082","2230","16","580","26","560"
"P4N","P8174N","2026-01-23","9020","8458","1776","9","562","15","547"
"P4N","P78008","2026-01-22","16067","14189","5187","29","1878","31","1847"
"P4N","P2333U","2026-02-05","8543","8152","3565","24","391","13","382"
"P4N","P37354","2026-02-05","16105","15166","4509","53","939","23","916"
"P4N","P2244N","2026-02-05","19970","17920","7048","72","2050","62","1990"
"P4N","P27323","2026-02-05","12096","11420","3880","30","676","26","650"
"P4N","P61881","2026-02-05","15356","14556","3372","29","800","11","789"
"P4N","P7974N","2026-02-02","10657","9959","3384","16","698","20","678"
"P4N","P39450","2026-01-26","7504","7005","1365","11","499","14","487"
"P4N","P76502","2026-01-25","13370","12407","2970","29","963","34","938"
"P4N","P77598","2026-01-25","14135","12989","3557","26","1146","28","1122"
"P4N","P4964N","2026-01-26","11956","11078","2607","12","878","29","851"
"P4N","P17410","2026-01-26","12861","11936","3341","11","925","30","896"
"P4N","P33132","2026-01-26","8621","8146","2530","20","475","8","472"
"P4N","P14118","2026-01-25","20023","18944","7658","37","1079","31","1056"
"P4N","P2294N","2026-01-26","19615","17556","6897","67","2059","51","2017"
"P4N","P12114","2026-01-26","2693","2693","0","0","0","0","0"
"P4N","P34455","2026-01-02","10270","8869","4209","40","1401","41","1393"
"P4N","P37267","2026-01-30","21099","19931","4252","31","1168","24","1147"
"P4N","P77598","2026-01-29","16725","15404","4784","32","1321","37","1286"
"P4N","P37514","2026-01-30","26451","24112","7118","58","2339","67","2283"
"P4N","P47370","2026-01-29","18265","17107","3958","35","1158","25","1135"
"P4N","P77510","2026-01-30","17125","15780","4588","32","1345","33","1320"
"P4N","P47332","2026-01-29","15087","14176","3502","20","911","25","886"
"P4N","P86534","2026-01-29","1320","1320","1","0","0","0","0"
"P4N","P77530","2026-01-29","12924","12338","2360","22","586","20","566"
"P4N","P37556","2026-01-30","3017","3017","8","0","0","0","0"
"P4N","P24202","2026-01-18","12545","11804","2751","20","741","12","729"
"P4N","P17279","2026-01-18","15620","14309","4636","61","1311","29","1291"
"P4N","P38950","2026-01-18","18738","17258","5023","51","1480","44","1439"
"P4N","P78003","2026-01-18","30694","27263","11729","88","3431","100","3344"
"P4N","P14016","2026-01-02","13822","11196","5810","65","2626","91","2553"
"P4N","P47340","2026-01-03","8013","7238","2939","30","775","26","754"
"P4N","P62889","2026-01-03","9902","8786","3835","48","1116","45","1088"
"P4N","P14545","2026-01-03","9742","8299","4086","68","1443","35","1415"
"P4N","P16217","2026-01-03","9633","8877","3171","25","756","23","737"
"P4N","P76514","2026-02-09","9784","9011","2864","30","773","23","750"
"P4N","P24202","2026-02-09","7409","7128","1719","19","281","10","271"
"P4N","P8214N","2026-02-09","9395","9056","1432","12","339","10","329"
"P4N","P2737U","2026-02-08","30081","29046","19118","56","1035","27","1022"
"P4N","P27958","2026-02-08","23754","22563","11727","82","1191","31","1167"
"P4N","P17963","2026-02-07","13517","12310","5400","49","1207","24","1188"
"P4N","P77578","2026-02-08","3898","3646","697","4","252","8","244"
"P4N","P14509","2026-02-08","9675","9137","2709","24","538","13","525"
"P4N","P17355","2026-02-08","7703","7281","1794","13","422","7","415"
"P4N","P27266","2026-02-09","8188","7642","2160","8","546","15","531"
