"icao_airline","tail_number","event_date","Total_impression_cnt","non_video_impression_cnt","clickable_impression_cnt","total_click_cnt","video_impression_cnt","total_skip_cnt","total_complete_cnt"
"P4N","P78509","2026-01-25","14200","13136","3323","11","1064","32","1034"
"P4N","P27015","2026-01-25","27223","24721","9242","78","2502","73","2437"
"P4N","P37545","2026-01-27","22981","20791","6272","53","2190","54","2140"
"P4N","P27261","2026-01-27","13255","12200","3401","21","1055","28","1033"
"P4N","P4534N","2026-01-10","15563","14402","3251","31","1161","37","1126"
"P4N","P36469","2026-01-10","12301","11195","2119","28","1106","28","1085"
"P4N","P26215","2026-01-10","13876","13111","2657","25","765","21","750"
"P4N","P14509","2026-01-10","14063","13099","3805","20","964","28","938"
"P4N","P35271","2026-01-11","18758","17393","4960","30","1365","37","1336"
"P4N","P27568","2026-01-10","20066","18250","5871","29","1816","53","1774"
"P4N","P17565","2026-01-10","23634","21917","5920","49","1717","53","1667"
"P4N","P76508","2026-01-10","14187","13196","3989","30","991","27","969"
"P4N","P26226","2026-01-04","6768","6363","2212","15","405","8","401"
"P4N","P38955","2026-01-03","3763","3428","1177","7","335","7","330"
"P4N","P35204","2026-01-28","20580","19170","5001","28","1410","28","1386"
"P4N","P4914N","2026-01-28","9607","9191","1259","8","416","16","400"
"P4N","P4764N","2026-01-28","8533","7828","1950","25","705","20","685"
"P4N","P78509","2026-01-28","13687","12570","3693","19","1117","32","1086"
"P4N","P14523","2026-01-28","15572","14007","4963","36","1565","29","1538"
"P4N","P27263","2026-01-28","16100","14771","4677","28","1329","34","1300"
"P4N","P27959","2026-01-26","4989","4393","1804","17","596","13","584"
"P4N","P33203","2026-01-28","8799","8175","1893","19","624","13","612"
"P4N","P23994","2026-02-07","16283","14758","6096","67","1525","33","1493"
"P4N","P26967","2026-02-06","18790","17476","5759","60","1314","52","1266"
"P4N","P17294","2026-01-10","13927","12800","3456","38","1127","31","1102"
"P4N","P24988","2026-01-08","13205","10124","5017","58","3081","65","3026"
"P4N","P57016","2026-01-13","32058","29523","18902","44","2535","59","2482"
"P4N","P27908","2026-01-26","18167","16392","5036","32","1775","35","1744"
"P4N","P2747U","2026-01-28","11197","10247","4159","35","950","16","941"
"P4N","P77014","2026-01-23","1","1","1","0","0","0","0"
"P4N","P47293","2026-02-04","13890","13085","3451","23","805","31","775"
"P4N","P14511","2026-02-03","10387","9716","3117","24","671","13","658"
"P4N","P27539","2026-02-03","15313","14347","3829","38","966","24","942"
"P4N","P38454","2026-02-04","13192","12479","2837","12","713","17","696"
"P4N","P2749U","2026-02-03","26544","24447","9724","104","2097","66","2040"
"P4N","P24513","2026-02-03","14120","12670","4642","38","1450","76","1374"
"P4N","P27511","2026-02-04","11620","10970","2741","20","650","17","633"
"P4N","P4824N","2026-02-03","9957","9383","2250","24","574","33","542"
"P4N","P4764N","2026-02-02","9231","8721","1817","19","510","22","488"
"P4N","P37562","2026-02-03","12010","11139","2212","20","871","29","842"
"P4N","P57286","2026-02-03","15118","14042","2222","25","1076","28","1051"
"P4N","P38424","2026-01-17","25380","23107","7321","71","2273","65","2212"
"P4N","P4804N","2026-01-17","11953","11194","2411","17","759","26","739"
"P4N","P24212","2026-01-17","17895","16252","4312","41","1643","50","1599"
"P4N","P2174N","2026-01-17","26423","22824","8873","66","3599","85","3527"
"P4N","P61898","2026-01-16","16848","15621","4167","30","1227","41","1189"
"P4N","P17403","2026-01-16","21430","19388","5619","43","2042","730","1319"
"P4N","P17583","2026-01-22","16838","15610","4445","41","1228","34","1203"
"P4N","P24542","2026-01-22","8954","7545","3231","32","1409","21","1395"
"P4N","P27261","2026-01-22","18898","17868","4849","22","1030","23","1012"
"P4N","P17294","2026-01-21","15727","14884","3171","33","843","27","823"
"P4N","P87507","2026-01-21","6438","6034","997","8","404","9","395"
"P4N","P27323","2026-01-22","12433","11495","3015","39","938","29","920"
"P4N","P77530","2026-01-21","12531","11580","2952","14","951","22","931"
"P4N","P76516","2026-01-22","8653","8255","1455","17","398","11","387"
"P4N","P4914N","2026-01-01","7257","6554","2608","25","703","30","684"
"P4N","P6554N","2026-01-01","27827","27827","13361","68","0","7","16"
"P4N","P47569","2026-01-01","15635","13970","6330","70","1665","84","1629"
"P4N","P37561","2026-01-01","8281","7540","2973","26","741","33","730"
"P4N","P24516","2026-01-14","13652","12626","3447","19","1026","26","1007"
"P4N","P17574","2026-01-15","17753","16312","4630","36","1441","45","1400"
"P4N","P47275","2026-01-14","9887","9205","2423","14","682","20","664"
"P4N","P19136","2026-01-15","18572","17732","4017","25","840","28","818"
"P4N","P14546","2026-01-15","20630","18908","5386","28","1722","47","1679"
"P4N","P63899","2026-01-15","13701","12651","3417","31","1050","17","1038"
"P4N","P14530","2026-01-12","10627","9255","2916","19","1372","46","1326"
"P4N","P26210","2026-01-15","5902","5298","1728","19","604","19","589"
"P4N","P27261","2026-01-14","17346","15841","4875","41","1505","44","1468"
"P4N","P61898","2026-01-13","12584","11586","2855","16","998","22","977"
"P4N","P78540","2026-01-13","9540","8824","1871","19","716","11","705"
"P4N","P37561","2026-01-13","15898","14991","3719","19","907","22","886"
"P4N","P68843","2026-01-13","11666","10882","2420","18","784","24","761"
"P4N","P17405","2026-01-13","5743","5153","1687","8","590","10","581"
"P4N","P4814N","2026-01-13","312","312","0","0","0","0","0"
"P4N","P17002","2026-01-09","22051","18768","12319","36","3283","65","3226"
"P4N","P36962","2026-01-12","24636","21770","8233","91","2866","70","2824"
"P4N","P27511","2026-01-12","14211","13273","2829","14","938","40","904"
"P4N","P57416","2026-02-03","17641","16669","4400","25","972","29","943"
"P4N","P78501","2026-01-09","12662","11984","2333","18","678","19","660"
"P4N","P74532","2026-01-09","20699","19098","4684","46","1601","51","1554"
"P4N","P4854N","2026-01-08","6858","6492","994","5","366","12","355"
"P4N","P29984","2026-01-07","8348","6083","4092","33","2265","45","2228"
"P4N","P4894N","2026-01-09","14279","13485","2285","26","794","24","773"
"P4N","P17017","2026-01-09","16740","15516","4662","27","1224","44","1184"
"P4N","P17358","2026-01-08","18074","16907","4801","27","1167","31","1146"
"P4N","P14503","2026-01-09","17892","16538","4511","31","1354","35","1323"
"P4N","P18220","2026-01-08","9597","9113","2124","19","484","14","472"
"P4N","P29977","2026-01-05","12790","10441","5638","27","2349","62","2294"
"P4N","P17315","2026-01-08","11286","10733","2606","10","553","17","541"
"P4N","P37297","2026-01-08","15153","13867","4573","36","1286","31","1266"
"P4N","P76532","2026-01-14","13160","12402","2220","14","758","16","742"
"P4N","P8894N","2026-01-10","1835","1776","155","5","59","1","58"
"P4N","P17339","2026-01-19","16189","15178","3570","15","1011","20","991"
"P4N","P12221","2026-01-20","17453","16283","3795","35","1170","25","1148"
"P4N","P17327","2026-01-19","15004","13817","3825","42","1187","36","1163"
"P4N","P27509","2026-01-20","12897","11978","2735","29","919","20","901"
"P4N","P54552","2026-01-19","13009","11688","3647","34","1321","35","1292"
"P4N","P76532","2026-01-19","17784","16618","4744","54","1166","26","1145"
"P4N","P37353","2026-01-19","14232","13164","3690","20","1068","24","1046"
"P4N","P76522","2026-01-16","408","408","0","0","0","0","0"
"P4N","P79521","2026-02-02","4519","4242","1015","15","277","12","266"
"P4N","P77543","2026-02-02","14141","13412","3176","26","729","22","707"
"P4N","P17296","2026-02-02","16932","15972","4548","25","960","35","926"
"P4N","P17104","2026-02-02","17362","16391","4393","14","971","28","943"
"P4N","P75429","2026-02-02","14748","13868","3512","33","880","28","852"
"P4N","P8294N","2026-02-03","7729","7300","1186","5","429","21","408"
"P4N","P77588","2026-02-02","8272","7767","1866","15","505","19","488"
"P4N","P27509","2026-02-02","23284","22091","5927","41","1193","37","1156"
"P4N","P36207","2026-02-02","11249","10294","2846","23","955","28","927"
"P4N","P17314","2026-02-02","16561","15593","4501","26","968","20","948"
"P4N","P34535","2026-02-02","14793","13666","3093","45","1127","28","1101"
"P4N","P7834N","2026-02-02","19251","17854","6601","33","1397","42","1362"
"P4N","P17346","2026-02-01","9469","8748","2770","12","721","15","706"
"P4N","P2737U","2026-01-11","9786","8845","671","2","941","23","918"
"P4N","P37420","2026-02-01","13648","12545","3947","44","1103","31","1073"
"P4N","P37297","2026-02-01","10233","9382","2903","19","851","35","817"
"P4N","P27290","2026-02-01","18235","16955","5208","62","1280","33","1249"
"P4N","P8234N","2026-02-01","14795","14220","2573","33","575","18","557"
"P4N","P4884N","2026-01-19","17431","16711","3332","38","720","33","688"
"P4N","P37281","2026-02-05","13145","12351","3380","26","794","27","767"
"P4N","P36447","2026-02-05","9955","9379","2536","21","576","13","563"
"P4N","P76514","2026-02-04","6140","5729","1685","26","411","18","395"
"P4N","P37545","2026-02-05","12993","12107","3884","26","886","32","854"
"P4N","P75428","2026-02-05","12053","11021","3518","26","1032","26","1008"
"P4N","P38424","2026-01-26","19480","18052","4958","29","1428","41","1390"
"P4N","P4854N","2026-01-26","14633","13608","2834","19","1025","31","997"
"P4N","P37253","2026-01-25","7131","6859","1331","2","272","3","269"
"P4N","P77572","2026-01-26","14782","14001","2528","15","781","22","759"
"P4N","P78501","2026-01-25","14103","13289","2200","21","814","27","791"
"P4N","P27539","2026-01-02","7736","6740","2674","40","996","31","987"
"P4N","P8294N","2026-01-02","6309","5681","2361","27","628","26","620"
"P4N","P8234N","2026-01-01","6144","5321","2410","23","823","41","788"
"P4N","P29989","2026-01-02","16312","13368","7399","53","2944","72","2891"
"P4N","P14102","2026-01-02","14916","13283","8642","52","1633","59","1600"
"P4N","P27268","2026-01-02","11975","10407","4823","34","1568","59","1524"
"P4N","P24537","2026-01-02","13814","12312","5545","61","1502","29","1478"
"P4N","P8944N","2026-01-02","6356","5586","2541","36","770","38","757"
"P4N","P37534","2026-01-30","21583","20103","5068","40","1480","43","1440"
"P4N","P37372","2026-01-30","23882","21920","6280","49","1962","64","1901"
"P4N","P41140","2026-01-30","20895","19455","10419","35","1440","18","1428"
"P4N","P18223","2026-01-30","14968","14136","3174","24","832","24","809"
"P4N","P76526","2026-01-30","14934","13932","3549","24","1002","25","981"
"P4N","P17321","2026-01-30","15870","14482","4445","23","1388","35","1357"
"P4N","P1902U","2026-01-30","10628","10130","1939","18","498","14","484"
"P4N","P77022","2026-01-30","19748","17385","7497","56","2363","60","2313"
"P4N","P37365","2026-01-18","11814","11186","2432","22","628","21","608"
"P4N","P36207","2026-01-18","14671","13790","3424","31","881","18","868"
"P4N","P57286","2026-01-18","16125","14897","2483","48","1228","41","1196"
"P4N","P19951","2026-01-16","28896","26393","9461","64","2503","68","2441"
"P4N","P2094N","2026-01-18","16377","15101","3315","25","1276","42","1243"
"P4N","P77575","2026-01-23","14853","13989","2719","29","864","23","852"
"P4N","P67845","2026-01-23","5362","5085","822","5","277","8","269"
"P4N","P17233","2026-01-23","17594","16339","4406","29","1255","39","1218"
"P4N","P17599","2026-01-23","10648","9327","3533","25","1321","30","1291"
"P4N","P47282","2026-01-23","15804","14900","3406","18","904","29","880"
"P4N","P47345","2026-01-23","13295","12066","3396","32","1229","40","1200"
"P4N","P37507","2026-01-03","1137","1137","1137","18","0","0","0"
"P4N","P36272","2026-01-03","11230","10093","4179","45","1137","45","1111"
"P4N","P69839","2026-01-03","10845","9969","3716","46","876","45","851"
"P4N","P37471","2026-01-03","12660","11177","5075","64","1483","71","1450"
"P4N","P17347","2026-01-03","8989","8147","3198","32","842","35","815"
"P4N","P24516","2026-02-09","3872","3742","692","5","130","6","124"
"P4N","P24516","2026-02-08","7584","6945","2834","23","639","18","624"
"P4N","P17303","2026-02-09","4742","4627","713","6","115","3","113"
"P4N","P1902U","2026-02-09","4901","4749","950","8","152","11","144"
"P4N","P18119","2026-02-09","4065","3817","977","7","248","8","240"
"P4N","P17550","2026-02-08","11016","10283","2807","22","733","25","708"
"P4N","P4704N","2026-02-08","13410","12868","4281","23","542","17","526"
"P4N","P77006","2026-02-08","22722","20699","8355","119","2023","70","1967"
"P4N","P24555","2026-02-08","16079","15130","4447","34","949","21","929"
"P4N","P30913","2026-01-05","15216","12901","6811","67","2315","64","2260"
"P4N","P17403","2026-01-04","22092","20770","6518","50","1322","43","1298"
"P4N","P37263","2026-01-05","12565","11559","4417","38","1006","30","983"
"P4N","P12238","2026-01-05","10485","9579","3835","22","906","30","883"
"P4N","P17407","2026-01-05","13350","11418","5346","65","1932","62","1890"
"P4N","P34455","2026-01-04","12116","11068","4412","43","1048","49","1034"
"P4N","P77430","2026-01-05","12601","11300","4713","48","1301","32","1273"
"P4N","P34551","2026-01-04","11707","10000","4999","76","1707","45","1669"
"P4N","P69839","2026-01-04","9521","8337","3653","56","1184","40","1173"
"P4N","P69840","2026-01-05","7975","7296","2480","16","679","16","665"
"P4N","P75426","2026-01-04","8268","7726","2887","70","542","35","541"
"P4N","P17421","2026-01-05","3221","2618","2451","21","603","24","586"
"P4N","P2294N","2026-01-05","14562","12746","5763","22","1816","54","1765"
"P4N","P7994N","2026-01-05","25645","22266","9694","36","3379","98","3292"
"P4N","P12238","2026-01-19","16035","15251","3228","17","784","20","768"
"P4N","P77538","2026-01-21","9117","8431","1928","9","686","16","671"
"P4N","P37257","2026-01-01","1812","1639","1633","17","173","4","171"
"P4N","P33203","2026-01-12","13678","12793","3513","24","885","27","862"
"P4N","P37253","2026-01-12","16109","15039","4077","35","1070","15","1056"
"P4N","P24972","2026-01-12","25193","22024","7971","84","3169","76","3111"
"P4N","P6414N","2026-01-12","19745","19745","9080","38","0","1","7"
"P4N","P4844N","2026-01-11","15139","14146","3318","21","993","24","971"
"P4N","P78005","2026-01-11","35340","31339","10935","63","4001","99","3915"
"P4N","P27260","2026-01-11","12683","11685","2947","18","998","21","979"
"P4N","P14541","2026-01-11","18581","17070","4507","18","1511","27","1488"
"P4N","P77539","2026-01-11","15448","14408","2893","21","1040","27","1015"
"P4N","P17279","2026-01-06","8759","7790","2120","21","969","24","955"
"P4N","P37252","2026-01-06","10310","9189","2559","39","1121","44","1087"
"P4N","P14563","2026-01-06","2636","2034","2034","17","602","30","584"
"P4N","P17310","2026-01-06","8460","7127","3218","44","1333","46","1295"
"P4N","P7944N","2026-01-06","12506","9868","5633","39","2638","63","2585"
"P4N","P13013","2026-01-06","34296","31582","11872","82","2714","77","2670"
"P4N","P17128","2026-02-08","19727","18666","9599","45","1061","22","1040"
"P4N","P68453","2026-02-07","18733","17511","4837","37","1222","34","1189"
"P4N","P8144N","2026-02-07","4689","4470","898","9","219","4","215"
"P4N","P67134","2026-02-07","20964","19858","8404","36","1106","39","1068"
"P4N","P27205","2026-02-07","15124","14210","2268","24","914","40","876"
"P4N","P44501","2026-02-07","16208","15119","4030","57","1089","33","1057"
"P4N","P12114","2026-02-07","18561","17292","5933","54","1269","32","1237"
"P4N","P77258","2026-02-07","11012","10250","2931","24","762","19","743"
"P4N","P12021","2026-02-07","25655","23375","7951","62","2280","60","2225"
"P4N","P24505","2026-01-30","5200","4748","1193","7","452","11","441"
"P4N","P76523","2026-01-31","14354","13150","3633","19","1204","37","1170"
"P4N","P17414","2026-01-31","22458","20927","5558","52","1531","46","1497"
"P4N","P8224N","2026-01-31","13559","12877","2544","24","682","19","663"
"P4N","P61898","2026-01-31","14910","13767","3929","33","1143","38","1113"
"P4N","P17411","2026-01-31","28125","25795","8476","56","2330","54","2295"
"P4N","P36962","2026-01-31","14702","13652","4367","52","1050","28","1029"
"P4N","P8364N","2026-01-07","7407","7076","1052","21","331","10","321"
"P4N","P76526","2026-01-07","8050","7428","1740","27","622","19","609"
"P4N","P18223","2026-01-07","9327","8564","1988","18","763","32","737"
