zone_name,lag_1d,lag_7d,rolling_mean_7d,rolling_mean_30d,rolling_std_7d,active_campaigns_in_zone,days_since_last,total_planned_daily_demand,paid_ratio,day_of_week,is_weekend,month,cat_fb,cat_home,cat_movies,cat_music,cat_other,cat_tv,cat_welcome,predicted_imp_per_flight,daily_capacity
b_movies_new_releases2,1.0,243.41278295605858,195.15095839612908,213.13587907617475,102.412679066823,17,-174,572520.7179949913,0.8235294117647058,2,0,5,0,0,1,0,0,0,0,47.54643,34600.215
b_movies_new_releases3,0.12330623306233063,0.13956639566395665,0.1025002983449641,0.2731784249316565,0.02219013392706586,2,34,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_new_releases4,0.06525037936267071,0.1393188854489164,0.1036811748874363,0.9252838109953683,0.03097884128325834,1,182,0.0,0.0,2,0,5,0,0,1,0,0,0,0,65.62631,47757.207
b_movies_perfect_plane_movies1,2.0,22.005509641873278,9.805436737696397,18.03541570709172,8.81104973218138,19,-197,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,4.836512,3519.5989
b_movies_perfect_plane_movies2,7.0,10.252996005326231,9.558991260021438,10.461405614080977,2.8876471736833316,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,7.53849,5485.8667
b_movies_pixel_to_picture1,0.004518072289156626,0.004601226993865031,0.0045712889136385925,0.011730698101615485,0.002501757003298638,1,170,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.0,0.0
b_movies_pixel_to_picture2,0.0015037593984962407,0.018604651162790697,0.008598390014448402,0.008300553381214779,0.00987527159212263,2,173,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.0,0.0
b_movies_portuguese1,1.3864306784660767,1.9474393530997305,1.8736156464277571,1.4927129958830816,0.7386887921449762,19,8,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,1.6528641,1202.8129
b_movies_portuguese2,0.3834808259587021,0.4393530997304582,0.5021178782159229,0.4526900879411321,0.08704689491262375,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,0.6918614,503.47742
b_movies_real_to_reel1,0.037096774193548385,0.09433962264150944,0.06254383800393618,0.08305637273018088,0.03942282377054503,1,225,0.0,0.0,2,0,5,0,0,1,0,0,0,0,21.35809,15542.587
b_movies_real_to_reel2,0.011884550084889643,0.03924914675767918,0.047040360732646315,0.04888526514117927,0.022500115419039086,2,249,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.0,0.0
b_movies_rock_solid1,0.011444921316165951,0.015895953757225433,0.016381745158548438,0.07936512299738038,0.005729379173491645,2,97,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.0,0.0
b_movies_rock_solid2,0.010014306151645207,0.002890173410404624,0.01634767637839929,0.03291499582766873,0.014938766258461836,2,97,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.0,0.0
b_movies_romance1,1.0,7.931600547195623,3.93965040685955,5.481444743678545,3.0998190241159644,19,-197,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,1.9819334,1442.2812
b_movies_romance2,1.5221238938053097,2.8315363881401616,3.184845557475241,2.9632878954465407,0.8205450260439582,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,2.0075746,1460.9407
b_movies_saturday_night_laughs1,0.0020491803278688526,0.014613778705636743,0.01815156717206156,0.3300792213838316,0.011511015527202819,1,359,0.0,0.0,2,0,5,0,0,1,0,0,0,0,2.440084,1775.684
b_movies_saturday_night_laughs2,0.0022471910112359553,0.14512471655328799,0.07119642359066876,2.2104132699732775,0.052058471077017235,1,389,0.0,0.0,2,0,5,0,0,1,0,0,0,0,65.19824,47445.69
b_movies_sci-fi_fantasy1,5.0,6.800807537012113,5.17335875217966,5.565597735174625,1.5985724581801022,19,-198,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,5.259749,3827.5945
b_movies_sci-fi_fantasy2,4.0,2.9866844207723036,3.166300916464791,3.0643958472553163,0.8703579960967225,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,3.9831069,2898.5637
b_movies_spanish1,1.0,3.819650067294751,2.2993398689183486,2.5426807399249145,1.0450727844944225,19,-198,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,1.4127297,1028.0636
b_movies_spanish2,0.7359882005899705,1.1347708894878705,1.3077821065915995,1.2646189178351874,0.29187618063587484,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,1.018103,740.8881
b_movies_sports1,1.0,2.5560165975103732,1.9468982834201503,2.553365790451092,1.2349154013545611,19,-198,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,1.376943,1002.0211
b_movies_sports2,0.7138643067846607,1.233153638814016,1.3627192504090555,1.6240459804565488,0.3151174954790805,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,1.018103,740.8881
b_movies_spring_flicks1,0.0020161290322580645,0.02028397565922921,0.010313329700578711,0.10380158429642929,0.008076632326521276,1,343,0.0,0.0,2,0,5,0,0,1,0,0,0,0,1.7962087,1307.1268
b_movies_spring_flicks2,0.007984031936127744,0.12253829321663019,0.04579109961578146,1.319816960078367,0.0469299932817501,1,345,0.0,0.0,2,0,5,0,0,1,0,0,0,0,40.279144,29311.709
b_movies_styled_to_perfection1,4.0,35.68870523415978,13.875304521869683,22.706417683356797,13.761499934434873,15,-198,290144.0145626278,0.9333333333333333,2,0,5,0,0,1,0,0,0,0,5.938771,4321.7285
b_movies_styled_to_perfection2,5.511799410029498,16.444743935309972,12.423532642398092,11.416957950173153,3.3592279446604905,11,8,572481.7697191292,0.9090909090909091,2,0,5,0,0,1,0,0,0,0,16.914124,12308.649
b_movies_subtitled/captioned_movies1,0.28761061946902655,0.2668463611859838,0.30979740405168166,0.3259734740058157,0.07057075289175718,19,8,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,0.5592476,406.97247
b_movies_subtitled/captioned_movies2,0.0855457227138643,0.14824797843665768,0.1394184172601748,0.14398400210553172,0.025900369629767352,19,8,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_superpowered1,0.0013698630136986301,0.030523255813953487,0.01612616877228663,0.06174966725363613,0.012762589505244318,2,22,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_superpowered2,0.001349527665317139,0.0013966480446927375,0.0029405759516238786,0.024118735099997193,0.002191887386050412,3,16,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_thriller1,1.0,5.936376210235132,2.536633601040754,5.2086073240531565,1.69074564787188,19,-198,328275.7483288616,0.8421052631578947,2,0,5,0,0,1,0,0,0,0,1.642355,1195.1652
b_movies_thriller2,8.0,3.0905459387483356,3.8612997128744904,3.3436645156852327,2.010464748993195,19,-11,572520.7179949913,0.7894736842105263,2,0,5,0,0,1,0,0,0,0,6.9479527,5056.1245
b_movies_through_her_lens1,0.007374631268436578,0.30727762803234504,0.07925744765628703,0.29157132160128085,0.10371351115905199,17,8,328275.7483288616,0.9411764705882353,2,0,5,0,0,1,0,0,0,0,0.47376752,344.7674
b_movies_through_her_lens2,0.0058997050147492625,0.03234501347708895,0.027594151070474502,0.1510052456607462,0.015668044931664137,16,8,572520.7179949913,0.9375,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_top_secret:_spy_collection1,0.0074850299401197605,0.024390243902439025,0.04025326681983122,0.1344634594904312,0.023891481562767714,1,169,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.0,0.0
b_movies_top_secret:_spy_collection2,0.004491017964071856,0.051829268292682924,0.029511386327838958,0.07493066438615771,0.014846306392051934,2,169,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.0,0.0
b_movies_tricks_treats1,0.0015408320493066256,0.007363770250368188,0.0084026915683067,0.12993756337312262,0.00936475317099272,1,108,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.0,0.0
b_movies_tricks_treats2,0.014577259475218658,0.034954407294832825,0.019008042154259882,0.49138811933117593,0.011142017622548113,2,109,0.0,0.0,2,0,5,0,0,1,0,0,0,0,7.5728493,5510.8706
b_movies_trilogy_spotlight1,0.02903225806451613,0.008726003490401396,0.022658189826875386,0.02338576585267756,0.01512343488886858,1,225,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.0,0.0
b_movies_trilogy_spotlight2,0.007054673721340388,0.005263157894736842,0.014187282324469091,0.016824476597931317,0.009622575909158874,2,267,0.0,0.0,2,0,5,0,0,1,0,0,0,0,3.1856377,2318.2341
b_movies_vacation_vibes1,0.018789144050104383,0.00423728813559322,0.008650437788222594,0.3636698303728403,0.007758680824573613,2,360,0.0,0.0,2,0,5,0,0,1,0,0,0,0,2.440084,1775.684
b_movies_vacation_vibes2,0.0022624434389140274,0.05045871559633028,0.03489411719329114,1.068094753394407,0.028726056667849546,1,393,0.0,0.0,2,0,5,0,0,1,0,0,0,0,8.585942,6248.113
b_movies_vision_voice:_spike_lee1,0.0013477088948787063,0.00816326530612245,0.002327411584836643,0.019511930944694247,0.002573385848761941,3,14,38131.73376623377,0.3333333333333333,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_vision_voice:_spike_lee2,0.0026954177897574125,0.0027397260273972603,0.00173369343174893,0.00886420576178029,0.0006722542844208123,6,14,95809.63664962276,0.6666666666666666,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_movies_winter_wonderland1,0.002331002331002331,0.025510204081632654,0.016022054893046818,0.08366041488297177,0.01903166158939535,1,413,0.0,0.0,2,0,5,0,0,1,0,0,0,0,1.7962087,1307.1268
b_movies_winter_wonderland2,0.1325581395348837,0.04513064133016627,0.04493342908425002,0.06437689921898913,0.04542244147133793,1,411,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.11011344,80.13113
b_notification_center1,46.0,1.1731025299600533,7.327019858601358,2.6589343794491884,17.0551501551347,3,-11,0.0,0.0,2,0,5,0,0,0,0,1,0,0,44.839592,32630.412
b_notification_center2,0.0013477088948787063,0.005434782608695652,0.004454628378752257,0.17313305291768694,0.004850748173320636,2,14,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
b_pause_featured_a24_movies,0.022130013831258646,0.002677376171352075,0.0070376684737272766,0.006169912555882742,0.007794898231040731,4,9,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_featured_apple_tv+_shows,0.02616279069767442,0.002962962962962963,0.02085077497680662,0.06437758872695798,0.014994335617051555,2,149,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.0,0.0
b_pause_featured_apple_tv:_movies,0.03687315634218289,0.05525606469002695,0.05888666714618305,0.05991971856696145,0.016059648128024573,2,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_pause_featured_apple_tv_shows,0.17846607669616518,0.3948787061994609,0.35658799129160623,0.42673720946236404,0.08865936610356395,2,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.574978,418.4197
b_pause_featured_concerts,0.0013831258644536654,0.0013513513513513514,0.002906608291237342,0.002446045343139566,0.001960039705594076,4,9,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
b_pause_featured_hbo_max_tv_shows,0.08259587020648967,0.1293800539083558,0.1556577560755538,0.12324138893000253,0.045779698219446364,4,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_pause_featured_movies_from_a24,0.0034071550255536627,0.00528169014084507,0.005677218860980925,0.0065935104553134566,0.00280006518702751,2,251,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.0,0.0
b_pause_featured_spotify_video_podcasts,0.0013679890560875513,0.0027359781121751026,0.002327440693836568,0.0029264728818129324,0.0015132124581212366,4,11,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
b_pause_featured_stand-up,0.0013831258644536654,0.0013531799729364006,0.0017458085612658753,0.002077555879960941,0.0010011344911982824,4,9,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
b_pause_featured_tv_shows_from_max,0.016100178890876567,0.022304832713754646,0.04204722732387154,0.025529041000810777,0.029739260671411027,2,285,0.0,0.0,2,0,5,0,0,0,0,0,1,0,2.156848,1569.5691
b_pause_home_home_entertainment,0.47050147492625366,0.8557951482479784,0.8726721746068934,0.7537244579796049,0.2036174020141386,4,8,0.0,0.0,2,0,5,0,1,0,0,0,0,0,0.8786992,639.44196
b_pause_home_home_focus,0.014749262536873156,0.006738544474393531,0.018034308929646376,0.008739108919809842,0.009015114892205411,4,8,0.0,0.0,2,0,5,0,1,0,0,0,0,0,0.46561825,338.83707
b_pause_home_home_relax,0.014749262536873156,0.018867924528301886,0.026999989701136144,0.024482070915787645,0.009645599569308692,4,8,0.0,0.0,2,0,5,0,1,0,0,0,0,0,0.46561825,338.83707
b_pause_movies_a24,0.030973451327433628,0.04582210242587601,0.0735930722687099,0.05871643780970313,0.03361483954550658,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_action,0.15634218289085547,0.2628032345013477,0.2989264099399481,0.2390264478994807,0.08165666179006577,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.54860485,399.2276
b_pause_movies_all_(a-z),1.7507374631268438,2.5660377358490565,3.0562436098496453,2.6420981282764426,0.7703643419730158,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,2.1984096,1599.8141
b_pause_movies_arabic,0.005532503457814661,0.0013679890560875513,0.004278529088301853,0.005080747804270747,0.0034592420103054912,4,9,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_award_contenders,0.02654867256637168,0.09838274932614555,0.08416237388955645,0.3717274313745145,0.0476829124663186,2,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.48134866,350.2843
b_pause_movies_award_winners,0.10029498525073746,0.1293800539083558,0.16863518945660627,0.08372422710717158,0.05879405808763978,2,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_blockbusters,0.06047197640117994,0.11185983827493262,0.1374890791579437,0.1126826017990185,0.0520281983032035,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_chinese_(traditional),0.0014749262536873156,0.01078167115902965,0.007538972352576642,0.005339638613460188,0.0053838724511184,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_classics,0.05014749262536873,0.1334231805929919,0.1295627525570693,0.08855704070545894,0.03675124029614871,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_comedy,0.17256637168141592,0.19137466307277629,0.28107047559466625,0.3370677642331293,0.08484006096764891,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.5592476,406.97247
b_pause_movies_documentary,0.05309734513274336,0.03773584905660377,0.06099318905711875,0.0625152849239503,0.015142962702650021,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_drama,0.07227138643067847,0.11320754716981132,0.09108601938999518,0.07307807931050579,0.02364473022716085,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_dutch,0.004524886877828055,0.007751937984496124,0.003715619515529689,0.00433960045060248,0.002510526666830862,4,164,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.4707229,342.5518
b_pause_movies_english,0.005532503457814661,0.01740294511378849,0.012956415390872902,0.012041855164868746,0.008110487646993871,4,9,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_fall_in_love,0.02616279069767442,0.028875379939209727,0.01662900224961881,0.06919309149372688,0.009846033608934646,1,149,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.0,0.0
b_pause_movies_festival_favorites,0.008253094910591471,0.03197674418604651,0.01523369920625334,0.01136264469813892,0.01835296398611041,2,38,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_fourth_goal,0.002751031636863824,0.0014388489208633094,0.004131899867362946,0.007101737965117683,0.0036082027336060292,2,37,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_french,0.035398230088495575,0.01752021563342318,0.04066131199352566,0.048829984906531516,0.019092479999966463,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_full_throttle,0.0013698630136986301,0.008534850640113799,0.005580920520648782,0.012872978986695836,0.00463496406113175,2,29,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_german,0.0029498525073746312,0.014824797843665768,0.03830311392948208,0.03913742163642238,0.0272649100759898,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_hebrew,0.002717391304347826,0.012048192771084338,0.010159803691966418,0.00876093676715359,0.012778857083199717,4,35,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_hindi,0.007374631268436578,0.01752021563342318,0.023386336845582164,0.01585301041588884,0.017688141970318018,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_international,0.011799410029498525,0.11320754716981132,0.10145546002242785,0.07461128243985866,0.05177593095586718,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_ireland_on_film,0.0027359781121751026,0.002728512960436562,0.004668456686499345,0.012802833336125117,0.003451854528673944,1,11,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_italian,0.0058997050147492625,0.0013386880856760374,0.017094139633891885,0.014153900437504674,0.023596753480919944,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_japanese,0.0014749262536873156,0.016172506738544475,0.016170616352506117,0.011976369574772735,0.010216972405129964,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_korean,0.011799410029498525,0.009370816599732263,0.006344737951402646,0.0047020915907262425,0.003957018191321659,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_love_in_the_air,0.0027397260273972603,0.010869565217391304,0.012213869694570667,0.018474028023754308,0.013729005837493062,2,29,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_most_watched_movies_2025,0.03225806451612903,1.0411764705882354,0.5252964333797007,0.8643789066852039,0.3744126197491122,2,105,0.0,0.0,2,0,5,0,0,1,0,0,0,0,74.29935,54068.695
b_pause_movies_movies_under_1.5_hours,0.01032448377581121,0.03773584905660377,0.04837279255016551,0.04766971547797652,0.0213520289325386,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_movies_under_2_hours,0.061946902654867256,0.04043126684636118,0.06014835235967055,0.05523638111644615,0.010409361558839517,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_movies_with_arabic_subtitles,0.01349527665317139,0.0014104372355430183,0.006408559151065509,0.003916388984527952,0.0051369855319949986,4,21,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_movies_with_chinese_(t)_subtitles,0.0014749262536873156,0.02021563342318059,0.01826117030718929,0.020968586119289312,0.019623944690183737,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_movies_with_french_subtitles,0.0029498525073746312,0.00411522633744856,0.002940354857592132,0.0032082756307106313,0.001977212200377507,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_movies_with_german_subtitles,0.0013774104683195593,0.001375515818431912,0.001962417916341401,0.003251869239888985,0.0010944574998279907,4,10,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_movies_with_hebrew_subtitles,0.0027100271002710027,0.018156424581005588,0.005700775140901007,0.006574779689635836,0.00615917972482273,4,17,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_movies_with_korean_subtitles,0.0027662517289073307,0.0014367816091954023,0.0017702874717233639,0.0029119586745583554,0.0006863626103425414,4,9,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_movies_with_portuguese_subtitles,0.019174041297935103,0.005390835579514825,0.020237842175464767,0.013783984681735322,0.017170742376698918,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_movies_with_spanish_subtitles,0.0058997050147492625,0.016172506738544475,0.009366017297685516,0.011372916636832212,0.005265790188360983,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_new_releases,4.293510324483776,7.398921832884097,8.420791916883664,7.304852033544518,2.1764792668337285,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,17.28465,12578.287
b_pause_movies_perfect_plane_movies,0.12979351032448377,0.23180592991913745,0.26849611028497167,0.2460718658005789,0.08074082994034364,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.5283774,384.50778
b_pause_movies_portuguese,0.028023598820058997,0.02830188679245283,0.04351097845857783,0.03394377911405748,0.014057098784477213,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_real_to_reel,0.05758157389635317,0.009560229445506692,0.018605552707681168,0.031619947987805166,0.01781109976794661,2,312,0.0,0.0,2,0,5,0,0,1,0,0,0,0,3.1856377,2318.2341
b_pause_movies_romance,0.04424778761061947,0.15498652291105122,0.11650550472631992,0.08887865876133895,0.03680093203588495,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_sci-fi_fantasy,0.06047197640117994,0.03504043126684636,0.0827487164470364,0.06079253954165996,0.038151587052508276,3,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_spanish,0.03392330383480826,0.022911051212938006,0.03502572531590663,0.02995748566221267,0.014535471081991129,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_sports,0.0029498525073746312,0.06873315363881402,0.032517434033891755,0.02698550767187077,0.020910763756242907,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_styled_to_perfection,0.2610619469026549,0.24393530997304583,0.37663222684060205,0.24576983638840694,0.09761085823455296,1,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.5592476,406.97247
b_pause_movies_subtitled/captioned_movies,0.0029498525073746312,0.0013477088948787063,0.008588401807799743,0.006274468729076677,0.00665838592072695,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_superpowered,0.0029411764705882353,0.06083086053412463,0.025080499551305473,0.04043514015010981,0.02055941914203329,2,132,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.0,0.0
b_pause_movies_thriller,0.02359882005899705,0.0660377358490566,0.12014898397865682,0.08274367468883483,0.06042967740363902,4,8,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_through_her_lens,0.0027548209366391185,0.009485094850948509,0.0038883395621722786,0.014174798082072618,0.0034678998509886636,1,10,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_movies_vision_voice:_spike_lee,0.009695290858725761,0.0084985835694051,0.00378596252270107,0.007463695296957339,0.0036783040199807543,2,43,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
b_pause_tv_'tis_the_season,0.0014705882352941176,0.013353115727002967,0.005470161190231215,0.013827275652850591,0.005098133145659455,2,132,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.4707229,342.5518
b_pause_tv_all_(a-z),0.061946902654867256,0.10107816711590296,0.11029966693711321,0.07735252978447099,0.029024508910950625,4,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_pause_tv_animated_comedy,0.014749262536873156,0.03773584905660377,0.030939251835558092,0.04793777975879098,0.013378256499163856,4,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_pause_tv_apple_tv,0.2920353982300885,0.4555256064690027,0.5095355619413436,0.3883677975430384,0.1339413976004621,2,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.6344391,461.6904
b_pause_tv_apple_tv+,0.050872093023255814,0.005979073243647235,0.019709414848407,0.11735017644106029,0.018063056413112774,2,149,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.0,0.0
b_pause_tv_chinese_(traditional),0.004103967168262654,0.015151515151515152,0.007040494403929577,0.0068788234080360815,0.004442112022460151,4,28,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_pause_tv_classic_tv,0.016224188790560472,0.03099730458221024,0.03170497183080977,0.04178121436765857,0.016720851890087235,4,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_pause_tv_comedy,0.06932153392330384,0.0876010781671159,0.10464199774016522,0.06876574968164305,0.027277727443020164,4,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_pause_tv_concerts_live_events,0.02654867256637168,0.04851752021563342,0.04242056899927262,0.041458784312951295,0.012618939673448792,2,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_pause_tv_documentary,0.030973451327433628,0.06334231805929919,0.06428910626616025,0.04339669174052661,0.02558637589762422,4,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_pause_tv_drama,0.0029498525073746312,0.008086253369272238,0.017148863921745774,0.017346949418369683,0.012268424154321967,4,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_pause_tv_dutch,0.0013550135501355014,0.0014367816091954023,0.0027749489661339326,0.0033363792577039073,0.0031401801232033844,4,23,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_pause_tv_emmy_award_nominees,0.0046439628482972135,0.06426332288401254,0.019035065800164837,0.07089118642947857,0.02172195267391319,2,190,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.0,0.0
b_pause_tv_english,0.0029498525073746312,0.0026954177897574125,0.007622961279576891,0.0064908801887459755,0.007873030816243493,4,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_pause_tv_food_travel,0.022123893805309734,0.0444743935309973,0.051672119794899496,0.10003545168975249,0.01989566257789777,4,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
b_pause_tv_full_seasons,0.11799410029498525,0.14016172506738545,0.22337117621647382,0.1930428519274382,0.07216724391205584,4,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.50409615,366.83798
b_pause_tv_hbo_max,0.23008849557522124,0.29514824797843664,0.3073861573339332,0.24341353701179208,0.04973048029382481,3,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.5592476,406.97247
b_pause_tv_lifestyle_reality,0.004424778761061947,0.022911051212938006,0.014617132766799767,0.021552706970462514,0.006533187982387242,4,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
