zone_name,lag_1d,lag_7d,rolling_mean_7d,rolling_mean_30d,rolling_std_7d,active_campaigns_in_zone,days_since_last,total_planned_daily_demand,paid_ratio,day_of_week,is_weekend,month,cat_fb,cat_home,cat_movies,cat_music,cat_other,cat_tv,cat_welcome,predicted_imp_per_flight,daily_capacity
A24 > Featured List,0.0058997050147492625,0.05390835579514825,0.06387415359528313,0.04240015566449544,0.033936024206925375,4,8,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
A24 > Movies,0.04979253112033195,0.004016064257028112,0.021433691563390582,0.015466021994240303,0.017960921110634853,17,9,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.46561825,338.83707
A24 > Podcasts,0.00273224043715847,0.004316546762589928,0.004199224707664244,0.004291013773327961,0.0008307114971504042,2,39,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
All Movies (A-Z) > #,3.0,4.46164199192463,3.166461278405829,4.3373722516690725,1.4120173435367986,1,-174,0.0,0.0,2,0,5,0,0,1,0,0,0,0,3.2511003,2365.872
All Movies (A-Z) > A,3.0,1.0,1.8571428571428572,11.947095014120832,1.2149857925879117,2,-198,0.0,0.0,2,0,5,0,0,1,0,0,0,0,2.9945023,2179.142
All Movies (A-Z) > B,3.0,1.0,2.0,11.190492292752149,1.2909944487358056,2,-198,0.0,0.0,2,0,5,0,0,1,0,0,0,0,2.9945023,2179.142
All Movies (A-Z) > C,2.0,7.230088495575221,3.175726927939317,12.675917142140788,2.1086128539862767,2,-198,0.0,0.0,2,0,5,0,0,1,0,0,0,0,2.7448711,1997.4819
All Movies (A-Z) > D,4.0,7.0,5.428571428571429,16.401791702771217,4.755948656056709,3,-198,0.0,0.0,2,0,5,0,0,1,0,0,0,0,4.682882,3407.8
All Movies (A-Z) > E,1.0,6.085753803596127,2.28047641779144,5.327773510871841,1.9110583289928489,1,-199,0.0,0.0,2,0,5,0,0,1,0,0,0,0,1.576475,1147.2234
All Movies (A-Z) > F,6.0,1.0,3.857142857142857,18.288225628725694,2.410295378065479,3,-197,0.0,0.0,2,0,5,0,0,1,0,0,0,0,5.49985,4002.3193
All Movies (A-Z) > G,2.0,2.0,1.8571428571428572,11.65762420259142,1.0690449676496976,2,-198,0.0,0.0,2,0,5,0,0,1,0,0,0,0,2.3245292,1691.5931
All Movies (A-Z) > H,2.0,1.0,1.4285714285714286,13.986423389287115,0.5345224838248488,2,-196,0.0,0.0,2,0,5,0,0,1,0,0,0,0,2.2489529,1636.5951
All Movies (A-Z) > I,1.0,9.813278008298756,3.0424362599297425,9.326034888258881,3.2303184059573224,1,-197,0.0,0.0,2,0,5,0,0,1,0,0,0,0,1.9070542,1387.7906
All Movies (A-Z) > J,2.0,3.6198347107438016,3.089986021918537,4.45476319529329,2.3605549884596204,2,-199,0.0,0.0,2,0,5,0,0,1,0,0,0,0,2.5914485,1885.8341
All Movies (A-Z) > K,1.0,1.5992010652463382,1.4545676808620587,1.3562486056239307,0.42010806621711294,1,-169,0.0,0.0,2,0,5,0,0,1,0,0,0,0,1.2910472,939.5135
All Movies (A-Z) > L,2.0,6.535269709543568,2.7781105906174757,6.3559610615116595,1.9647442164345095,2,-198,0.0,0.0,2,0,5,0,0,1,0,0,0,0,2.7448711,1997.4819
All Movies (A-Z) > M,1.0,17.828492392807746,6.094967939806922,14.849063115262746,5.80548642604812,1,-198,0.0,0.0,2,0,5,0,0,1,0,0,0,0,2.1544583,1567.8301
All TV (A-Z) > #,3.0,3.4688796680497926,2.138832788651024,3.7663840436899405,1.0222315887231044,3,-198,0.0,0.0,2,0,5,0,0,0,0,0,1,0,3.0302892,2205.1848
All TV (A-Z) > A,11.0,10.553250345781466,5.163106560143244,8.483642420508726,4.123079152673089,3,-198,0.0,0.0,2,0,5,0,0,0,0,0,1,0,10.2684,7472.4614
All TV (A-Z) > B,21.0,5.920353982300885,5.845764854614411,11.720890312260925,7.22080124971865,3,-198,0.0,0.0,2,0,5,0,0,0,0,0,1,0,25.569305,18607.148
All TV (A-Z) > C,8.0,4.008264462809917,3.0991080470422046,3.5504552733465577,2.4698977183239204,3,-198,0.0,0.0,2,0,5,0,0,0,0,0,1,0,6.8940654,5016.91
All TV (A-Z) > D,1.0,5.0767160161507405,3.637185474175176,3.619256912215528,2.064293971842046,1,-198,0.0,0.0,2,0,5,0,0,0,0,0,1,0,1.6874287,1227.966
All TV (A-Z) > E,3.0,1.719562243502052,1.68025543504991,1.9672576712948207,0.7200571985094655,2,-198,0.0,0.0,2,0,5,0,0,0,0,0,1,0,2.984181,2171.631
All TV (A-Z) > F,2.0,1.0,4.928571428571429,9.032585452131043,4.285912693820024,2,-199,0.0,0.0,2,0,5,0,0,0,0,0,1,0,3.0790856,2240.6946
All TV (A-Z) > G,5.0,2.8132780082987554,2.7394442666722623,2.9987495520015623,1.17189018220153,2,-198,0.0,0.0,2,0,5,0,0,0,0,0,1,0,4.7497187,3456.4382
All TV (A-Z) > H,5.0,0.96271637816245,1.4742045902415835,1.1663460292516041,1.563830247691745,3,-11,0.0,0.0,2,0,5,0,0,0,0,0,1,0,4.4559097,3242.6292
All TV (A-Z) > I,2.0,2.4979811574697175,2.019365432675648,1.9675648166259074,0.6276740594105326,1,-197,0.0,0.0,2,0,5,0,0,0,0,0,1,0,2.3245292,1691.5931
All TV (A-Z) > J,2.0,1.0780619111709286,1.218502299901342,1.0653370939902886,0.5560341344853262,2,-197,0.0,0.0,2,0,5,0,0,0,0,0,1,0,2.2769961,1657.0027
All TV (A-Z) > K,4.0,4.024623803009576,2.9902530826531923,3.2843974053296376,1.341375335981013,2,-196,0.0,0.0,2,0,5,0,0,0,0,0,1,0,3.9934285,2906.075
All TV (A-Z) > L,1.0,7.40218878248974,4.26329899315553,5.616101321007349,3.4062169587732534,1,-170,0.0,0.0,2,0,5,0,0,0,0,0,1,0,2.05242,1493.5753
All TV (A-Z) > M,3.0,6.742934051144011,5.10185161958328,6.455457643967406,2.49033747803011,2,-171,0.0,0.0,2,0,5,0,0,0,0,0,1,0,3.7508059,2729.5151
All TV (A-Z) > N,0.5471976401179941,0.967654986522911,1.0846875147569464,0.9875576673826775,0.2611002862693376,18,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.9292767,676.2479
All TV (A-Z) > O,2.0,6.690082644628099,3.5617004614210543,6.236453943993333,2.3860198726066297,2,-197,0.0,0.0,2,0,5,0,0,0,0,0,1,0,2.7987578,2036.696
All TV (A-Z) > P,3.0,9.079343365253077,5.604221247151101,7.452237742868803,3.882710074434066,2,-198,0.0,0.0,2,0,5,0,0,0,0,0,1,0,3.919286,2852.1204
All TV (A-Z) > Q,0.029498525073746312,0.07277628032345014,0.09400130039883282,0.09203161564216414,0.04105512056552048,8,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
All TV (A-Z) > R,0.5,6.370523415977962,2.745425092739347,5.238941288024551,2.3698708153945445,1,-172,0.0,0.0,2,0,5,0,0,0,0,0,1,0,1.449425,1054.7673
All TV (A-Z) > S,11.0,1.0,3.0,9.415729521126062,3.559026084010437,3,-198,0.0,0.0,2,0,5,0,0,0,0,0,1,0,9.768692,7108.817
All TV (A-Z) > T,2.0,3.7079646017699117,1.672566371681416,5.565525739715094,1.0137926821447885,2,-197,0.0,0.0,2,0,5,0,0,0,0,0,1,0,2.3245292,1691.5931
Apple TV > Movies,0.13716814159292035,0.2830188679245283,0.2525845889317244,0.31382296894910444,0.06331035389822398,16,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.5122454,372.7683
Apple TV+ > Featured List,0.17256637168141592,0.45417789757412397,0.4001898728973969,0.36474012361607827,0.10667319046224584,15,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.58451664,425.3611
Apple TV+ > TV Shows,0.700589970501475,1.5161725067385445,1.4163333312391657,1.7319879245830665,0.3222114518572525,24,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,1.018103,740.8881
By Language > Arabic,0.09587020648967552,0.15768194070080863,0.11307290009285977,0.10365824641379535,0.03559894652307267,7,8,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.47376752,344.7674
By Language > Chinese (traditional),0.18436578171091444,0.1326949384404925,0.3185327232274931,0.43943937524604093,0.37018452055666384,11,8,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.5811659,422.92273
By Language > Dutch,0.005471956224350205,0.010958904109589041,0.007738070477498876,0.009530226542459403,0.005700681323576589,4,11,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
By Language > English,2.0,1.0523415977961432,0.7713598262681428,0.7669578761412468,0.6369530393150609,1,-196,0.0,0.0,2,0,5,0,0,0,0,1,0,0,2.2083747,1607.0659
By Language > French,0.06932153392330384,0.16172506738544473,0.2172619768914883,0.2130438056384278,0.1010405475181971,10,8,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.4988203,362.99866
By Language > German,0.03982300884955752,0.1118508655126498,0.12054972575912692,0.0996051415147838,0.07829375344650773,8,8,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
By Language > Hebrew,0.011799410029498525,0.022757697456492636,0.010801974222918601,0.010037527815905585,0.007052981254363527,5,8,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
By Language > Hindi,1.0619469026548674,1.8733153638814015,1.8128993587811604,1.954352185032991,0.3614079091316111,18,8,0.0,0.0,2,0,5,0,0,0,0,1,0,0,1.3385782,974.1025
By Language > Italian,0.11651917404129794,0.20215633423180593,0.22948224506188739,0.22853559464480536,0.09567256916487624,8,8,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.5122454,372.7683
By Language > Japanese,0.01327433628318584,0.01094391244870041,0.1647925501390996,0.3154775518172244,0.19615499739130607,4,8,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
By Language > Korean,0.16224188790560473,0.30997304582210244,0.35000943300479637,0.3519496130673289,0.10194654785432768,10,8,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.54860485,399.2276
By Language > Spanish,0.017980636237897647,0.00535475234270415,0.01783219656933155,0.017916560624704293,0.014884966778863883,5,9,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
Collections > 'Tis the Season,0.004070556309362279,0.0028208744710860366,0.006020046907573083,0.015730844270258764,0.0026948605306078514,3,50,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
Collections > A24,3.0,4.762982689747004,4.225219796718203,4.463731137198152,1.2896117661714979,2,-196,0.0,0.0,2,0,5,0,0,0,0,1,0,0,3.3964655,2471.6565
Collections > Actor Spotlight,0.01809954751131222,0.03523035230352303,0.041709603586206165,0.041658009777929994,0.025748784650968786,2,393,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.11011344,80.13113
Collections > Animated Comedy,1.0,4.919778699861688,2.325455111358244,7.233374280568575,1.3485866728011926,1,-175,0.0,0.0,2,0,5,0,0,0,0,1,0,0,1.4230514,1035.5748
Collections > Anime,2.0,2.744340878828229,2.8170688947154283,2.148229150547275,0.7928499774362434,1,-197,0.0,0.0,2,0,5,0,0,0,0,1,0,0,2.5811272,1878.3231
Collections > Apple TV,2.0,5.0,13.571428571428571,59.09826264742874,13.782321319443287,2,-199,0.0,0.0,2,0,5,0,0,0,0,0,1,0,6.596598,4800.439
Collections > Apple TV+,0.04240766073871409,0.2694938440492476,0.17630029057032054,0.18029765657300081,0.126152260634896,9,46,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.47376752,344.7674
Collections > Award Contenders,1.0,2.7035398230088497,3.38621997471555,24.495150955317317,2.770190353100206,1,-174,0.0,0.0,2,0,5,0,0,0,0,1,0,0,1.657961,1206.522
Collections > Award Winners,0.008928571428571428,0.02037351443123939,0.020295132326657767,0.03333710320123912,0.01595416507709296,1,157,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.0,0.0
Collections > Award winners,2.0,10.450874831763123,7.609767098515381,6.3331412472280615,4.946160887896772,2,-198,0.0,0.0,2,0,5,0,0,0,0,1,0,0,4.2580266,3098.6267
Collections > Best of 2024,0.0069767441860465115,0.009433962264150943,0.11655814746146613,0.14124974001753232,0.10869517240703626,3,411,0.0,0.0,2,0,5,0,0,0,0,1,0,0,12.928471,9408.232
Collections > Black Voices,0.006593406593406593,0.009389671361502348,0.014151248419730174,0.10656421431186454,0.009920686303858657,3,387,0.0,0.0,2,0,5,0,0,0,0,1,0,0,2.440084,1775.684
Collections > Blockbusters,2.0,9.219380888290713,5.976974211498804,7.645918178556057,3.645893501517274,2,-197,0.0,0.0,2,0,5,0,0,0,0,1,0,0,3.365523,2449.1392
Collections > Brit Flicks,0.002347417840375587,0.012135922330097087,0.012092861529596847,0.07840293830111375,0.00559249788643965,1,415,0.0,0.0,2,0,5,0,0,0,0,1,0,0,2.440084,1775.684
Collections > Chills & Thrills,1.0,0.0730593607305936,0.20830891903901985,0.16033576279650005,0.3503151692736376,1,-141,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.96496767,702.22076
Collections > Classic TV,1.0,5.426002766251729,2.468779999055767,8.012509993270065,1.6294691982986955,1,-175,0.0,0.0,2,0,5,0,0,0,0,0,1,0,1.4230514,1035.5748
Collections > Emmy Award Nominees,0.001455604075691412,0.015220700152207,0.017764275994168768,0.08499684151701144,0.00853372323666339,2,133,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.0,0.0
Collections > Emmy® Award Nominees,0.018561484918793503,0.019184652278177457,0.026758905061347215,0.027444197499808802,0.01183802289458388,5,414,0.0,0.0,2,0,5,0,0,0,0,1,0,0,2.5417619,1849.6764
Collections > Fall in Love,0.005471956224350205,0.024623803009575923,0.014746182093305471,0.014430559010817651,0.010122393048887164,4,46,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
Collections > Festival Favorites,0.00546448087431694,0.005641748942172073,0.005504043293675942,0.011799645563892538,0.0021046744900591117,4,32,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
Collections > Film Festival Faves,0.02476780185758514,0.020123839009287926,0.012938787066650128,0.013710885411188216,0.007962149240478462,7,190,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.0,0.0
Collections > Food and Travel,2.0,11.92807745504841,5.109194377269874,26.666749919760374,3.6426675872195284,2,-197,0.0,0.0,2,0,5,0,0,0,0,1,0,0,3.2112434,2336.8677
Collections > Fourth & Goal,0.0013404825737265416,0.010869565217391304,0.007915955317549172,0.012831032239387325,0.004967150833100287,1,19,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
Collections > Full Seasons,1.0,2.0,1.4285714285714286,13.318411976188688,0.5345224838248488,1,-198,0.0,0.0,2,0,5,0,0,0,0,1,0,0,1.2910472,939.5135
Collections > Full Throttle,0.005479452054794521,0.005427408412483039,0.006606575671865321,0.012405582002129925,0.002142984448064166,4,29,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
Collections > HBO Max,15.0,3.0,5.071428571428571,30.66234663931796,5.495669290667057,3,-198,0.0,0.0,2,0,5,0,0,0,0,1,0,0,13.196814,9603.51
Collections > Halloween Fun,0.08064516129032258,0.013550135501355014,0.064634082310764,0.03925359810828479,0.06927416687249711,7,466,0.0,0.0,2,0,5,0,0,0,0,1,0,0,2.0551705,1495.577
Collections > Honoring Veterans Day,0.009280742459396751,0.014388489208633094,0.01087854709637945,0.04287940648504862,0.0033570687199572435,4,414,0.0,0.0,2,0,5,0,0,0,0,1,0,0,2.440084,1775.684
Collections > Ireland on Film,1.0,0.06611570247933884,1.0128828063586361,0.3614780301841826,1.1418668940496841,1,-174,0.0,0.0,2,0,5,0,0,0,0,1,0,0,1.2589296,916.14105
Collections > Latino and Hispanic Heritage,0.00825082508250825,0.010186757215619695,0.011940887383173813,0.008047988213237916,0.005188210216592541,4,234,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.0,0.0
Collections > Love in the Air,0.014749262536873156,0.03099730458221024,0.03992871288709761,0.05095968685312915,0.018618400874431548,7,8,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
Collections > Mob Movies,0.06191950464396285,0.006269592476489028,0.02238883408603192,0.042238328032092105,0.023139360096867238,6,190,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.0,0.0
Collections > Most Watched Movies 2025,0.10533515731874145,0.19288645690834474,0.1466716380783524,0.13911232092419382,0.05717896226090232,9,46,0.0,0.0,2,0,5,0,0,1,0,0,0,0,0.47376752,344.7674
Collections > Most Watched TV 2025,0.005471956224350205,0.06703146374829001,0.04685327102186276,0.042710523219154625,0.027456007772938995,4,46,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.46561825,338.83707
Collections > Musical Masterpieces,0.001488095238095238,0.017889087656529516,0.008972987001957426,0.019562262370736692,0.008373768628552521,1,157,0.0,0.0,2,0,5,0,0,0,1,0,0,0,0.4707229,342.5518
Collections > Out and Proud,0.00554016620498615,0.004310344827586207,0.004459178874555046,0.023033944465252604,0.0014460481903579227,4,60,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
Collections > Peacock,9.0,24.232558139534884,17.318671425466835,14.315640842025072,9.291612262651977,3,-198,0.0,0.0,2,0,5,0,0,0,0,1,0,0,9.723571,7075.9814
Collections > Perfect Plane Movies,8.0,7.48377581120944,2.926253687315634,15.018351495599234,3.2930779901369145,3,-196,0.0,0.0,2,0,5,0,0,1,0,0,0,0,7.1675763,5215.9478
Collections > Pixel to Picture,0.008968609865470852,0.007739938080495356,0.008491345778758338,0.01040781208545958,0.0016486341606532216,5,160,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.4707229,342.5518
Collections > Real to Reel,0.008064516129032258,0.010291595197255575,0.006514175885493829,0.0206902039641713,0.0026425226689909013,2,225,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.0,0.0
Collections > Reality,0.002962962962962963,0.012403100775193798,0.007250945694169339,0.025255824460205457,0.006370017844344131,2,162,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.4707229,342.5518
Collections > Rock Solid,0.002840909090909091,0.010263929618768328,0.006413022964401263,0.037625543065479716,0.0042434459061341905,2,82,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
Collections > Saturday Night Laughs,0.005244755244755245,0.006036217303822937,0.008687597268389873,0.009883490162722506,0.0037927536368130943,2,271,0.0,0.0,2,0,5,0,0,0,0,1,0,0,3.1856377,2318.2341
Collections > Sports,1.0,1.9165526675786593,1.4692963399803978,1.294214035427275,0.5206279410058638,1,-196,0.0,0.0,2,0,5,0,0,0,0,1,0,0,1.2910472,939.5135
Collections > Spotify Podcasts,1.747787610619469,5.549865229110512,4.275453188063148,8.307969892011819,1.3740315173680044,19,8,0.0,0.0,2,0,5,0,0,0,0,1,0,0,2.3540957,1713.1091
Collections > Spring Flicks,0.013232514177693762,0.001976284584980237,0.012942565687224059,0.04493174574096384,0.00915022807618093,6,319,0.0,0.0,2,0,5,0,0,0,0,1,0,0,2.440084,1775.684
Collections > Stand Up Comedy,1.0,2.3070539419087135,1.3771981821774353,5.898183511035225,0.5512942102762199,1,-198,0.0,0.0,2,0,5,0,0,0,0,1,0,0,1.3190904,959.9209
Collections > Styled to Perfection,2.0,21.20656634746922,11.856533426066518,22.114331263151577,8.28781768538909,2,-198,0.0,0.0,2,0,5,0,0,0,0,1,0,0,4.4465766,3235.8374
Collections > Superpowered,0.009575923392612859,0.004103967168262654,0.01399210470369783,0.01402184049180626,0.009033262712018885,5,46,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
Collections > Therabody,0.009900990099009901,0.003367003367003367,0.00714254736853961,0.01947593814741473,0.0033864367923883833,4,234,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.0,0.0
Collections > Three Perfect Days,0.8421828908554573,1.9150943396226414,1.8689395255153738,1.7324324678250078,0.5002506449501511,20,8,0.0,0.0,2,0,5,0,0,0,0,1,0,0,1.2466283,907.1892
Collections > Through Her Lens,2.0,0.033647375504710635,0.8839199272572362,0.37059315488392847,1.1931644685564,1,-171,0.0,0.0,2,0,5,0,0,0,0,1,0,0,2.2083747,1607.0659
Collections > Top Secret: Spy Collection,0.017804154302670624,0.01762114537444934,0.02201272697868606,0.03065766550022448,0.014340056873886514,9,143,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.4707229,342.5518
Collections > Tricks & Treats,1.0,0.015220700152207,0.15722891422200155,0.06784367635510534,0.3717525031945888,1,-141,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.95426303,694.43085
Collections > Trilogy Spotlight,0.004464285714285714,0.010619469026548672,0.009221722059155973,0.02044129757858724,0.0045444368411313345,1,157,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.4707229,342.5518
Collections > Vacation Vibes,0.004032258064516129,0.0087527352297593,0.004542386399063607,0.019362136560081553,0.0029403373219360194,1,343,0.0,0.0,2,0,5,0,0,0,0,1,0,0,3.1856377,2318.2341
Collections > Veeps: Live Music,0.275811209439528,0.568733153638814,0.5037763137966681,0.3995375072121019,0.12170765308236078,17,8,0.0,0.0,2,0,5,0,0,0,1,0,0,0,0.6344391,461.6904
Collections > ViX,0.0021321961620469083,0.01348314606741573,0.00818617944030478,0.06663594014178767,0.004536586238122632,1,368,0.0,0.0,2,0,5,0,0,0,0,1,0,0,2.440084,1775.684
Collections > Vision & Voice: Spike Lee,0.0013404825737265416,0.005502063273727648,0.004477998132301494,0.011171379576819055,0.0023274863520813703,1,19,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.46561825,338.83707
Collections > Winter Wonderland,0.030232558139534883,0.009501187648456057,0.02046432778858038,0.020272946983941886,0.01193835919162516,5,411,0.0,0.0,2,0,5,0,0,0,0,1,0,0,3.1856377,2318.2341
Collections > Wise Planet,0.019157088122605363,0.26990291262135924,0.11181613218011928,0.08094353915514918,0.0968927057988847,5,316,0.0,0.0,2,0,5,0,0,0,0,1,0,0,67.59572,49190.37
Concerts & live events,2.0,6.275811209439528,4.1822587442056465,11.24817825945095,4.689470277691903,1,-198,0.0,0.0,2,0,5,0,0,0,0,1,0,0,3.0315902,2206.1316
Genre > Action,3.0,7.938053097345133,2.848293299620733,15.651162332671174,2.3882791549433002,3,-198,0.0,0.0,2,0,5,0,0,0,0,1,0,0,3.4045231,2477.5203
Genre > All (A-Z),13.0,9.0,12.285714285714286,54.95368672481091,8.616153157766824,2,-199,0.0,0.0,2,0,5,0,0,0,0,1,0,0,13.510073,9831.473
Genre > Anime,0.8731563421828908,1.210242587601078,1.547398247438611,1.141849734652956,0.43531777515734243,17,8,0.0,0.0,2,0,5,0,0,0,0,1,0,0,1.2466283,907.1892
Genre > Classics,2.0,10.235131396957122,3.431188176809298,5.495287432307939,3.2203885730088326,2,-198,0.0,0.0,2,0,5,0,0,0,0,1,0,0,2.8893783,2102.6418
Genre > Comedy,2.0,0.5,3.5,12.17704820868712,2.958039891549808,2,-198,0.0,0.0,2,0,5,0,0,0,0,1,0,0,2.7654228,2012.4377
Genre > Documentary,1.0,1.0,2.0,4.9013959362572,1.1547005383792515,1,-199,0.0,0.0,2,0,5,0,0,0,0,1,0,0,1.3666214,994.5099
Genre > Drama,4.0,5.271092669432918,2.458238691503481,3.1272031932395867,1.7234235804527442,1,-174,0.0,0.0,2,0,5,0,0,0,0,1,0,0,3.7829387,2752.8987
Genre > International,2.0,9.689098250336473,7.063772970285291,8.68024373346545,3.222873840369967,2,-197,0.0,0.0,2,0,5,0,0,0,0,1,0,0,4.13488,3009.0112
Genre > Kids,0.001557632398753894,0.006993006993006993,0.012101339445875037,0.014424057927352872,0.011270399519157974,1,191,0.0,0.0,2,0,5,0,0,0,0,1,0,0,0.0,0.0
Genre > Lifestyle,1.0,3.9973368841544605,2.890471299894535,5.363473658861673,1.1928129095720175,1,-11,0.0,0.0,2,0,5,0,0,0,0,1,0,0,1.6232204,1181.2407
Genre > Sports,1.0,2.8841544607190412,2.3493219873598794,2.952324359651818,0.8374773094612318,1,-162,0.0,0.0,2,0,5,0,0,0,0,1,0,0,1.4127297,1028.0636
HBO Max > TV Shows,0.35988200589970504,0.6226415094339622,0.6791122662063093,0.5676020699733868,0.15989369779340087,22,8,0.0,0.0,2,0,5,0,0,0,0,0,1,0,0.7530309,547.99133
Home Entertainment,23.0,10.0,13.071428571428571,47.99565088440735,9.567429868345744,3,-198,0.0,0.0,2,0,5,0,1,0,0,0,0,0,28.347128,20628.61
Home Entertainment r3b,2.3451327433628317,4.036388140161725,4.159228265589612,3.260727694643051,0.9329268899832222,24,8,0.0,0.0,2,0,5,0,1,0,0,0,0,0,2.7659895,2012.8501
Home Focus,1.0,1.9227696404793608,1.622538234780418,1.2816965637523705,0.4098659464254469,1,-174,0.0,0.0,2,0,5,0,1,0,0,0,0,0,1.3385782,974.1025
