campaign_id,zone_name,allocated_impressions,zone_zpr,zone_capacity,total_allocated,allocation_weight
6535,b_featured_veeps:_live_music2,0.0,0.0055,338.84,0.0,0.0
6535,b_tv_veeps:_live_music2,0.0,0.0563,461.69,0.0,0.0
6535,b_tv_most_watched_tv_20252,-0.0,1.0,338.84,0.0,0.0
6535,b_tv_'tis_the_season2,0.0,1.0,54133.61,0.0,0.0
6535,b_movies_'tis_the_season2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_superpowered2,0.0,1.0,338.84,0.0,0.0
6535,b_movies_most_watched_movies_20252,0.0,1.0,338.84,0.0,0.0
6535,b_tv_hbo_max2,0.0,0.1528,8510.69,0.0,0.0
6535,b_movies_chills_thrills2,0.0,1.0,0.0,0.0,0.0
6535,b_featured_hbo_max_podcasts2,0.0,1.0,0.0,0.0,0.0
6535,b_featured_hbo_max_tv_shows2,0.0,0.0489,461.69,0.0,0.0
6535,b_featured_hbo_max_movies2,0.0,1.0,0.0,0.0,0.0
6535,b_featured_concerts2,0.0,0.0025,338.84,0.0,0.0
6535,b_featured_stand-up2,0.0,1.0,338.84,0.0,0.0
6535,b_featured_a24_podcasts2,0.0,1.0,338.84,0.0,0.0
6535,b_featured_a24_movies2,0.0,0.003,338.84,0.0,0.0
6535,b_featured_spotify_audiobooks2,0.0,0.0017,338.84,0.0,0.0
6535,b_featured_spotify_video_podcasts2,0.0,0.0008,338.84,0.0,0.0
6535,b_featured_spotify_playlists2,0.0,0.0105,338.84,0.0,0.0
6535,b_featured_spotify_podcasts2,0.0,0.0042,338.84,0.0,0.0
6535,b_featured_apple_tv+_shows2,0.0,1.0,0.0,0.0,0.0
6535,b_featured_apple_tv+2,0.0,1.0,0.0,0.0,0.0
6535,b_featured_hbo_max2,0.0,0.0605,547.99,0.0,0.0
6535,b_tv_apple_tv+2,0.0,1.0,29654.85,0.0,0.0
6535,b_movies_perfect_plane_movies2,0.0,0.0743,5485.87,0.0,0.0
6535,b_featured_spotify2,0.0,0.0072,338.84,0.0,0.0
6535,b_audio_playlists2,0.0,0.1692,5503.27,0.0,0.0
6535,b_audio_spotify2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_spotify_podcasts2,0.0,0.0521,2358.36,0.0,0.0
6535,b_tv_full_seasons2,0.0,0.0529,5836.21,0.0,0.0
6535,b_tv_lifestyle_reality2,0.0,0.0854,740.89,0.0,0.0
6535,b_movies_a242,0.0,0.1466,1359.59,0.0,0.0
6535,b_movies_all_(a-z)2,0.0,0.1058,32764.74,0.0,0.0
6535,b_fb_breakfast2,0.0,1.0,0.0,0.0,0.0
6535,b_fb_lunch2,0.0,1.0,0.0,0.0,0.0
6535,b_fb_dinner2,0.0,1.0,0.0,0.0,0.0
6535,b_concerts_and_live_events2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_all_(a-z)2,0.0,0.1342,1188.75,0.0,0.0
6535,b_tv_food_travel2,0.0,0.1304,1188.75,0.0,0.0
6535,b_tv_animated_comedy2,0.0,0.0924,858.08,0.0,0.0
6535,b_movies_sports2,0.0,0.0933,740.89,0.0,0.0
6535,b_movies_love_in_the_air2,0.0,0.0002,1964.81,0.0,0.0
6535,b_featured_a242,0.0,0.0097,338.84,0.0,0.0
6535,b_fb_snacks2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_veeps2,0.0,1.0,342.55,0.0,0.0
6535,b_tv_short_form2,0.0,1.0,338.84,0.0,0.0
6535,b_movies_fall_in_love2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_english2,0.0,0.0049,722.43,0.0,0.0
6535,b_tv_travel2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_sports2,0.0,0.0948,1389.54,0.0,0.0
6535,b_tv_sci-fi2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_international2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_drama2,0.0,0.0327,1636.6,0.0,0.0
6535,b_tv_documentary2,0.0,0.0578,2358.36,0.0,0.0
6535,b_tv_comedy2,0.0,0.1886,1294.54,0.0,0.0
6535,b_tv_box_set2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_united_videos2,0.0,0.0568,450.24,0.0,0.0
6535,b_tv_stand_up_comedy2,0.0,1.0,342.55,0.0,0.0
6535,b_tv_classic_tv2,0.0,0.0324,410.67,0.0,0.0
6535,b_movies_blockbusters2,0.0,0.0585,3715.95,0.0,0.0
6535,b_movies_new_releases2,0.0,0.2872,34600.21,0.0,0.0
6535,b_movies_thriller2,0.0,0.0266,5056.12,0.0,0.0
6535,b_movies_sci-fi_fantasy2,0.0,0.0443,2898.56,0.0,0.0
6535,b_movies_romance2,0.0,0.1009,1460.94,0.0,0.0
6535,b_movies_international2,0.0,0.0847,1925.05,0.0,0.0
6535,b_movies_indie2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_horror2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_drama2,0.0,0.0529,2253.13,0.0,0.0
6535,b_movies_documentary2,0.0,0.0331,6594.83,0.0,0.0
6535,b_movies_comedy2,0.0,0.0919,4462.83,0.0,0.0
6535,b_movies_classics2,0.0,0.1141,2249.48,0.0,0.0
6535,b_movies_animation2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_action2,0.0,0.0956,3435.67,0.0,0.0
6535,b_audio_podcasts2,0.0,0.053,5811.79,0.0,0.0
6535,b_tv_greek2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_dutch2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_hebrew2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_arabic2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_portuguese2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_hindi2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_spanish2,0.0,0.033,372.77,0.0,0.0
6535,b_tv_korean2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_italian2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_french2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_german2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_chinese_(traditional)2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_chinese_(simple)2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_japanese2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_greek_audio_descriptive2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_greek_subtitles2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_dutch_audio_descriptive2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_dutch_subtitles2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_hebrew_audio_descriptive2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_hebrew_subtitles2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_arabic_audio_descriptive2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_arabic_subtitles2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_portuguese_audio_descriptive2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_portuguese_subtitles2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_hindi_audio_descriptive2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_hindi_subtitles2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_spanish_audio_descriptive2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_spanish_subtitles2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_korean_audio_descriptive2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_korean_subtitles2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_italian_audio_descriptive2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_italian_subtitles2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_french_audio_descriptive2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_french_subtitles2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_german_audio_descriptive2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_german_subtitles2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_chinese_(t)_audio_descriptive2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_chinese_(t)_subtitles2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_chinese_(s)_audio_descriptive2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_chinese_(s)_subtitles2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_japanese_audio_descriptive2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_japanese_subtitles2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_audio_described_tv2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_subtitled/captioned_tv2,0.0,0.0169,338.84,0.0,0.0
6535,b_tv_popular_tv2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_new_onboard2,0.0,0.1144,11228.13,0.0,0.0
6535,b_movies_english2,0.0,0.0202,799.11,0.0,0.0
6535,b_movies_greek2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_dutch2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_hebrew2,0.0,0.0093,338.84,0.0,0.0
6535,b_movies_arabic2,0.0,0.0173,338.84,0.0,0.0
6535,b_movies_portuguese2,0.0,0.0738,503.48,0.0,0.0
6535,b_movies_hindi2,0.0,0.096,748.52,0.0,0.0
6535,b_movies_spanish2,0.0,0.0962,740.89,0.0,0.0
6535,b_movies_korean2,0.0,0.0265,799.11,0.0,0.0
6535,b_movies_italian2,0.0,0.0376,436.81,0.0,0.0
6535,b_movies_french2,0.0,0.0417,510.71,0.0,0.0
6535,b_movies_german2,0.0,0.027,502.96,0.0,0.0
6535,b_movies_chinese_(traditional)2,0.0,0.0371,461.69,0.0,0.0
6535,b_movies_chinese_(simple)2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_japanese2,0.0,0.1007,723.3,0.0,0.0
6535,b_movies_movies_with_greek_descriptive_audio2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_movies_with_greek_subtitles2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_movies_with_dutch_descriptive_audio2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_movies_with_dutch_subtitles2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_movies_with_hebrew_descriptive_audio2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_movies_with_hebrew_subtitles2,0.0,0.0114,338.84,0.0,0.0
6535,b_movies_movies_with_arabic_descriptive_audio2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_movies_with_arabic_subtitles2,0.0,0.0008,338.84,0.0,0.0
6535,b_movies_movies_with_portuguese_descriptive_audio2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_movies_with_portuguese_subtitles2,0.0,0.0194,338.84,0.0,0.0
6535,b_movies_movies_with_hindi_descriptive_audio2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_movies_with_hindi_subtitles2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_movies_with_spanish_descriptive_audio2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_movies_with_spanish_subtitles2,0.0,0.0474,843.62,0.0,0.0
6535,b_movies_movies_with_korean_descriptive_audio2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_movies_with_korean_subtitles2,0.0,1.0,338.84,0.0,0.0
6535,b_movies_movies_with_italian_descriptive_audio2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_movies_with_italian_subtitles2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_movies_with_french_descriptive_audio2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_movies_with_french_subtitles2,0.0,0.0034,338.84,0.0,0.0
6535,b_movies_movies_with_german_descriptive_audio2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_movies_with_german_subtitles2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_movies_with_chinese_(t)_descriptive_audio2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_movies_with_chinese_(t)_subtitles2,0.0,0.0597,531.38,0.0,0.0
6535,b_movies_movies_with_chinese_(s)_descriptive_audio2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_movies_with_chinese_(s)_subtitles2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_movies_with_japanese_descriptive_audio2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_audio_described_movies2,0.0,0.0004,338.84,0.0,0.0
6535,b_movies_subtitled/captioned_movies2,0.0,0.0245,338.84,0.0,0.0
6535,b_fb_non-alcoholic2,0.0,0.0297,8151.12,0.0,0.0
6535,b_fb_snackboxes2,0.0,1.0,0.0,0.0,0.0
6535,b_audio_vevo_music_videos2,0.0,1.0,0.0,0.0,0.0
6535,b_movies_movies_under_1.5_hours2,0.0,0.0848,3939.87,0.0,0.0
6535,b_movies_movies_under_2_hours2,0.0,0.0801,3125.42,0.0,0.0
6535,b_tv_tv_under_half_hour2,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_under_one_hour2,0.0,0.057,5304.12,0.0,0.0
6535,b_home3,0.0,0.1132,118915.38,0.0,0.0
6535,b_tv_tv_under_a_half_hour1,0.0,0.237,2589.49,0.0,0.0
6535,b_concerts_live_events1,0.0,1.0,0.0,0.0,0.0
6535,b_featured_apple_tv1,0.0,0.033,410.67,0.0,0.0
6535,b_tv_apple_tv1,0.0,0.9576,2902.91,0.0,0.0
6535,b_movies_rock_solid1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_stand-up_comedy1,0.0,0.097,939.51,0.0,0.0
6535,b_movies_movies_with_japanese_subtitles1,0.0,0.0788,514.92,0.0,0.0
6535,b_featured_apple_tv_shows1,0.0,0.1352,2251.88,0.0,0.0
6535,b_featured_veeps:_live_music1,0.0,0.0063,338.84,0.0,0.0
6535,b_tv_veeps:_live_music1,0.0,0.0715,639.44,0.0,0.0
6535,b_tv_most_watched_tv_20251,0.0,1.0,338.84,0.0,0.0
6535,b_tv_'tis_the_season1,0.0,1.0,56573.5,0.0,0.0
6535,b_movies_superpowered1,0.0,1.0,338.84,0.0,0.0
6535,b_movies_most_watched_movies_20251,0.0,1.0,338.84,0.0,0.0
6535,b_tv_hbo_max1,0.0,0.7856,3180.43,0.0,0.0
6535,b_movies_chills_thrills1,0.0,0.0002,694.43,0.0,0.0
6535,b_featured_hbo_max_podcasts1,0.0,1.0,0.0,0.0,0.0
6535,b_featured_hbo_max_tv_shows1,0.0,0.0837,739.07,0.0,0.0
6535,b_featured_hbo_max_movies1,0.0,1.0,0.0,0.0,0.0
6535,b_featured_concerts1,0.0,0.003,338.84,0.0,0.0
6535,b_featured_stand-up1,0.0,0.0004,338.84,0.0,0.0
6535,b_featured_a24_podcasts1,0.0,1.0,338.84,0.0,0.0
6535,b_featured_a24_movies1,0.0,0.0038,338.84,0.0,0.0
6535,b_featured_spotify_audiobooks1,0.0,0.0067,338.84,0.0,0.0
6535,b_featured_spotify_video_podcasts1,0.0,0.0008,338.84,0.0,0.0
6535,b_featured_spotify_playlists1,0.0,0.0266,338.84,0.0,0.0
6535,b_featured_spotify_podcasts1,0.0,0.0034,338.84,0.0,0.0
6535,b_featured_apple_tv+_shows1,0.0,1.0,13611.98,0.0,0.0
6535,b_featured_apple_tv+1,0.0,1.0,0.0,0.0,0.0
6535,b_featured_hbo_max1,0.0,0.0699,547.99,0.0,0.0
6535,b_tv_apple_tv+1,0.0,0.0002,694.43,0.0,0.0
6535,b_movies_perfect_plane_movies1,0.0,0.2577,3519.6,0.0,0.0
6535,b_featured_spotify1,0.0,0.0114,338.84,0.0,0.0
6535,b_audio_playlists1,0.0,0.277,5646.1,0.0,0.0
6535,b_audio_spotify1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_spotify_podcasts1,0.0,0.1221,1732.66,0.0,0.0
6535,b_tv_full_seasons1,0.0,0.652,1387.79,0.0,0.0
6535,b_tv_lifestyle_reality1,0.0,0.0594,1725.15,0.0,0.0
6535,b_movies_a241,0.0,0.086,4795.65,0.0,0.0
6535,b_movies_all_(a-z)1,0.0,0.752,11433.35,0.0,0.0
6535,b_concerts_and_live_events1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_all_(a-z)1,0.0,0.1467,2361.75,0.0,0.0
6535,b_tv_food_travel1,0.0,0.1584,1885.83,0.0,0.0
6535,b_tv_animated_comedy1,0.0,0.146,1028.06,0.0,0.0
6535,b_movies_sports1,0.0,0.1051,1002.02,0.0,0.0
6535,b_movies_love_in_the_air1,0.0,0.0002,1466.38,0.0,0.0
6535,b_featured_a241,0.0,0.011,338.84,0.0,0.0
6535,b_tv_veeps1,0.0,1.0,342.55,0.0,0.0
6535,b_tv_short_form1,0.0,1.0,338.84,0.0,0.0
6535,b_movies_fall_in_love1,0.0,0.0002,6072.42,0.0,0.0
6535,b_tv_english1,0.0,0.0029,2034.2,0.0,0.0
6535,b_tv_travel1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_sports1,0.0,0.1731,1227.97,0.0,0.0
6535,b_tv_sci-fi1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_international1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_drama1,0.0,0.0895,994.51,0.0,0.0
6535,b_tv_documentary1,0.0,0.2031,1195.17,0.0,0.0
6535,b_tv_comedy1,0.0,0.1866,2336.87,0.0,0.0
6535,b_tv_box_set1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_united_videos1,0.0,0.0202,2104.71,0.0,0.0
6535,b_tv_stand_up_comedy1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_classic_tv1,0.0,0.0933,2464.15,0.0,0.0
6535,b_movies_blockbusters1,0.0,0.2544,2675.89,0.0,0.0
6535,b_movies_thriller1,0.0,0.2296,1195.17,0.0,0.0
6535,b_movies_sci-fi_fantasy1,0.0,0.0769,3827.59,0.0,0.0
6535,b_movies_romance1,0.0,0.2237,1442.28,0.0,0.0
6535,b_movies_international1,0.0,0.1583,2386.07,0.0,0.0
6535,b_movies_indie1,0.0,1.0,0.0,0.0,0.0
6535,b_movies_horror1,0.0,1.0,0.0,0.0,0.0
6535,b_movies_drama1,0.0,0.205,1354.89,0.0,0.0
6535,b_movies_documentary1,0.0,0.1303,2619.4,0.0,0.0
6535,b_movies_comedy1,0.0,0.2531,3606.18,0.0,0.0
6535,b_movies_classics1,0.0,0.2837,1978.81,0.0,0.0
6535,b_movies_animation1,0.0,1.0,0.0,0.0,0.0
6535,b_movies_action1,0.0,0.1549,5437.64,0.0,0.0
6535,b_audio_podcasts1,0.0,0.1481,3451.15,0.0,0.0
6535,b_tv_greek1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_dutch1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_hebrew1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_arabic1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_portuguese1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_hindi1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_spanish1,0.0,0.0026,6771.36,0.0,0.0
6535,b_tv_korean1,0.0,1.0,2318.23,0.0,0.0
6535,b_tv_italian1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_french1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_german1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_chinese_(traditional)1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_chinese_(simple)1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_japanese1,0.0,0.0418,406.97,0.0,0.0
6535,b_tv_tv_with_greek_audio_descriptive1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_greek_subtitles1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_dutch_audio_descriptive1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_dutch_subtitles1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_hebrew_audio_descriptive1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_hebrew_subtitles1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_arabic_audio_descriptive1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_arabic_subtitles1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_portuguese_audio_descriptive1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_portuguese_subtitles1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_hindi_audio_descriptive1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_hindi_subtitles1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_spanish_audio_descriptive1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_spanish_subtitles1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_korean_audio_descriptive1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_korean_subtitles1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_italian_audio_descriptive1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_italian_subtitles1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_french_audio_descriptive1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_french_subtitles1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_german_audio_descriptive1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_german_subtitles1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_chinese_(t)_audio_descriptive1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_chinese_(t)_subtitles1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_chinese_(s)_audio_descriptive1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_chinese_(s)_subtitles1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_japanese_audio_descriptive1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_tv_with_japanese_subtitles1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_audio_described_tv1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_subtitled/captioned_tv1,0.0,0.0413,338.84,0.0,0.0
6535,b_tv_popular_tv1,0.0,1.0,0.0,0.0,0.0
6535,b_tv_new_onboard1,0.0,0.5793,4263.86,0.0,0.0
6535,b_movies_english1,0.0,0.0077,3776.38,0.0,0.0
6535,b_movies_greek1,0.0,1.0,0.0,0.0,0.0
6535,b_movies_dutch1,0.0,1.0,0.0,0.0,0.0
6535,b_movies_hebrew1,0.0,0.008,338.84,0.0,0.0
6535,b_movies_arabic1,0.0,0.0126,748.89,0.0,0.0
6535,b_movies_portuguese1,0.0,0.1116,1202.81,0.0,0.0
6535,b_movies_hindi1,0.0,0.0278,3310.77,0.0,0.0
6535,b_movies_spanish1,0.0,0.1805,1028.06,0.0,0.0
6535,b_movies_korean1,0.0,0.0242,2104.71,0.0,0.0
6535,b_movies_italian1,0.0,0.0791,902.68,0.0,0.0
6535,b_movies_french1,0.0,0.0787,773.66,0.0,0.0
6535,b_movies_german1,0.0,0.0428,704.02,0.0,0.0
6535,b_movies_chinese_(traditional)1,0.0,0.048,698.88,0.0,0.0
6535,b_movies_chinese_(simple)1,0.0,1.0,0.0,0.0,0.0
6535,b_movies_japanese1,0.0,0.1359,2929.02,0.0,0.0
6535,b_movies_movies_with_greek_descriptive_audio1,0.0,1.0,0.0,0.0,0.0
6535,b_movies_movies_with_greek_subtitles1,0.0,1.0,0.0,0.0,0.0
6535,b_movies_movies_with_dutch_descriptive_audio1,0.0,1.0,0.0,0.0,0.0
6535,b_movies_movies_with_dutch_subtitles1,0.0,1.0,0.0,0.0,0.0
